title,main_goal_and_aims,Questions,Purpose,Approaches,Findings,Categories,DataTier,Team
T1DM/ViTD,Is there a correlative or causative relationship between Type 1 Diabetes Mellitus incidence rates and deficient serum levels of 25-hydroxyvitamin-D? This questions is important because if the expression for T1DM can be reduced with either vitamin D supplementation or increased…,"Scientific Questions Being Studied
Is there a correlative or causative relationship between Type 1 Diabetes Mellitus incidence rates and deficient serum levels of 25-hydroxyvitamin-D? This questions is important because if the expression for T1DM can be reduced with either vitamin D supplementation or increased sunlight (to promote vitamin D absorption), than that could decrease T1DM incidence rates globally, especially in areas with higher altitude or limited access to sunlight.","Project Purpose(s)
Disease Focused Research (type 1 diabetes mellitus)
Ancestry","Scientific Approaches
Pre-existing meta-analyses will be interpreted and incorporated to answer the research question. The All of Us database will be the main method of research.","Anticipated Findings
Since it is well-known in the scientific community that deficient levels of 25-OH-D can cause the expression of many autoimmune disease, we anticipate that there will be a link between 25-OH-D deficiency and Type 1 diabetes mellitus incidence rates. This will prove that T1DM is yet another auto-immune mediated disease whose expression could be limited with proper supplementation.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Robin Rodriguez
- Undergraduate Student, Arizona State University
Kate Steigauf
- Undergraduate Student, Arizona State University
Emily Nystrom
- Undergraduate Student, Arizona State University
camille routledge
- Undergraduate Student, Arizona State University
Angelique Lacava
- Undergraduate Student, Arizona State University"
"Diabetes Type 2, SDOH, and prescription","In this study, I want to know the relationship between social determinants of health and prescription of diabetes medication.","Scientific Questions Being Studied
In this study, I want to know the relationship between social determinants of health and prescription of diabetes medication.","Project Purpose(s)
Population Health","Scientific Approaches
Main health outcome: prescription of diabetes medication
Research method: secondary analysis
Predictor variables:  Social determinants of health","Anticipated Findings
In this study, I want to know the relationship between social determinants of health and prescription of diabetes medication.","Demographic Categories of Interest
Race / Ethnicity
Age
Sex at Birth
Geography
Access to Care","Data Set Used
Registered Tier","Research Team
Owner:
Amil Tan
- Early Career Tenure-track Researcher, City University of New York (CUNY)
Collaborators:
Shayaa Muhammad - Project Personnel, City University of New York (CUNY)"
T2DM and Sleep,What is the prevalence of sleep deprivation in people with type 2 diabetes compared to people without type 2 diabetes? This is important because sleep health is a risk factor for poor glycemic control and overall health.,"Scientific Questions Being Studied
What is the prevalence of sleep deprivation in people with type 2 diabetes compared to people without type 2 diabetes? This is important because sleep health is a risk factor for poor glycemic control and overall health.","Project Purpose(s)
Disease Focused Research (type 2 diabetes)
Population Health","Scientific Approaches
I will explore the dataset for people who have reported sleep deprivation and/or other sleep disorders. I will categorize them by people with and without type 2 diabetes to evaluate the type 2 diabetes among people who report sleep deprivation. I will use R to conduct this analysis.","Anticipated Findings
I will likely see that there are higher rates of type 2 diabetes among people who report poor sleep health.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Alana Biggers
- Early Career Tenure-track Researcher, University of Illinois at Chicago"
Race/Ethnicity Disparities in Chronic Kidney Disease (CKD) Burden,"The extent to which genetic and non-genetic factors as a whole contribute to potential risk of CKD in adults is not well quantified. For example, while much literature exists on APOL1 risk alleles primarily in individuals of African ancestry, APOL1…","Scientific Questions Being Studied
The extent to which genetic and non-genetic factors as a whole contribute to potential risk of CKD in adults is not well quantified. For example, while much literature exists on APOL1 risk alleles primarily in individuals of African ancestry, APOL1 appears to be most strongly associated with FSGS and HIV nephropathy rather than CKD attributed to diabetes or hypertension, which account for a greater proportion of all kidney disease. Therefore, we intend to utilize an existing polygenic risk score (PRS) for CKD to see to what extent genetic or non-genetic factors contribute to differences in risk of CKD","Project Purpose(s)
Disease Focused Research (chronic kidney disease)","Scientific Approaches
In the All of Us dataset, demographics, self-reported medical history, EHR data for diagnoses and laboratory measures to identify CKD, and genotype array data to calculate the PRS. Descriptive statistics weighed to the national population for sociodemographic measures will be used to describe CKD prevalence and the undiagnosed proportion of cases. To gauge the contribution of socioeconomic, genetic, and non-genetic factors to CKD burden, logistic regression models can be used along with corresponding measures of fit such as changes between different models in area under the curve (AUC) and integrated discrimination improvement (IDI).","Anticipated Findings
CKD prevalence may differ by disaggregated race/ethnicity groups, as may the genetic and non-genetic contributions to CKD risk, which can shed light on the underlying causes of observed disparities by race/ethnicity groups in CKD burden, and what areas can be intervened upon to improve health outcomes.","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Controlled Tier","Research Team
Owner:
Alain Koyama
- Other, Centers for Disease Control and Prevention (CDC)"
Type 1 DM Group Project,Is there a correlative or causative relationship between Type 1 Diabetes Mellitus incidence rates and deficient serum levels of 25-hydroxyvitamin-D? This questions is important because if the expression for T1DM can be reduced with either vitamin D supplementation or increased…,"Scientific Questions Being Studied
Is there a correlative or causative relationship between Type 1 Diabetes Mellitus incidence rates and deficient serum levels of 25-hydroxyvitamin-D? This questions is important because if the expression for T1DM can be reduced with either vitamin D supplementation or increased sunlight (to promote vitamin D absorption), than that could decrease T1DM incidence rates globally, especially in areas with higher altitude or limited access to sunlight.","Project Purpose(s)
Disease Focused Research (type 1 diabetes mellitus)
Methods Development
Ancestry","Scientific Approaches
Pre-existing meta-analyses will be interpreted and incorporated to answer the research question. The All of Us database will be the main method of research.","Anticipated Findings
Since it is well-known in the scientific community that deficient levels of 25-OH-D can cause the expression of many autoimmune disease, we anticipate that there will be a link between 25-OH-D deficiency and Type 1 diabetes mellitus incidence rates. This will prove that T1DM is yet another auto-immune mediated disease whose expression could be limited with proper supplementation.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Emily Nystrom
- Undergraduate Student, Arizona State University"
Type 1 DM project,Is there a correlative or causative relationship between Type 1 diabetes mellitus incidence rates and serum 25-hydroxyvitamin-D levels?,"Scientific Questions Being Studied
Is there a correlative or causative relationship between Type 1 diabetes mellitus incidence rates and serum 25-hydroxyvitamin-D levels?","Project Purpose(s)
Disease Focused Research (type 1 diabetes mellitus)
Educational","Scientific Approaches
We will be using research from the All of Us database to put together datasets and to provide evidence for our research question.","Anticipated Findings
We believe there will be a correlation between low vitamin D levels and prevalence of type 1 diabetes.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Kate Steigauf
- Undergraduate Student, Arizona State University"
Type 2 Diabetes Mellitus and Insomnia,Studies by the NIH found the chance of developing diabetes is significantly higher for Black people - around 66 more cases of diabetes per 1000 people compared with white adults. Insomnia is a novel risk factor for Type 2 diabetes…,"Scientific Questions Being Studied
Studies by the NIH found the chance of developing diabetes is significantly higher for Black people - around 66 more cases of diabetes per 1000 people compared with white adults. Insomnia is a novel risk factor for Type 2 diabetes mellitus. Although, there is a lack of research studying the link between insomnia and Type 2 diabetes mellitus among populations of non-European ancestry. Using AllofUS registered tier data, this research aims to investigate age and race differences in insomnia in patients with Type 2 diabetes mellitus.","Project Purpose(s)
Disease Focused Research (type 2 diabetes mellitus)
Population Health
Social / Behavioral","Scientific Approaches
I will use quantitative analysis to describe demographic characteristics and Chi-square to investigate significant differences in type 2 diabetes mellitus and insomnia across demographic groups.","Anticipated Findings
I expect to find a greater prevalence of Black persons with insomnia and type 2 diabetes than White persons. A more significant proportion of older Black persons will have sleep insomnia and type 2 diabetes compared to white persons. Findings should inform targeted public health policies for the primary prevention of type 2 diabetes.","Demographic Categories of Interest
Race / Ethnicity
Age
Sex at Birth
Gender Identity
Disability Status","Data Set Used
Registered Tier","Research Team
Owner:
Mattieu Pollack
- Undergraduate Student, University of Maryland, College Park"
General Data Preparation for UTMB/UTH Collaboration,"Exploring 19 SDoH variables defined on prior Dementia Workspace with relation to delayed care and inability to afford care within the realm of hypertension, diabetes, and osteoarthritis.","Scientific Questions Being Studied
Exploring 19 SDoH variables defined on prior Dementia Workspace with relation to delayed care and inability to afford care within the realm of hypertension, diabetes, and osteoarthritis.","Project Purpose(s)
Disease Focused Research (type 2 diabetes mellitus, osteoarthritis, and hypertension)
Educational
Methods Development
Ancestry","Scientific Approaches
Descriptive analyses of the cohort and subsequent demographics will be done with Seaborn and R. Bi-clustering will be done with ExplodeLayout and Bipartite Modularity.
This specific workspace is going to be my (bokov's) place to run normal (non-genomic) code as an individual researcher using data pre-computed on Genomic Data Extraction for UTMB/UTH Collaboration. In this project it will be merged with other AoU data sources. Production code and results will be uploaded to the production bucket (URI will be communicated to team members) into the SHARED_PRODUCTION_CODE for code and SHARED_STAGING_DATA for data.","Anticipated Findings
Certain subtypes of these disease groups may have more SDoH variables answered that may help with future interventions. Developing a generalizable method to analyze AoU data is also important.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Weibin Zhang
- Project Personnel, University of Texas Medical Branch (UTMB) at Galveston
Daniel Bao
- Graduate Trainee, University of Texas Medical Branch (UTMB) at Galveston
Alex Bokov
- Other, University of Texas Health Science Center, San Antonio
Suresh Bhavnani
- Late Career Tenured Researcher, University of Texas Medical Branch (UTMB) at Galveston"
Genomic Data Extraction for UTMB/UTH Collaboration,"Exploring 19 SDoH variables defined on prior Dementia Workspace with relation to delayed care and inability to afford care within the realm of hypertension, diabetes, and osteoarthritis.","Scientific Questions Being Studied
Exploring 19 SDoH variables defined on prior Dementia Workspace with relation to delayed care and inability to afford care within the realm of hypertension, diabetes, and osteoarthritis.","Project Purpose(s)
Disease Focused Research (type 2 diabetes mellitus, osteoarthritis, and hypertension)
Educational
Methods Development
Ancestry","Scientific Approaches
Descriptive analyses of the cohort and subsequent demographics will be done with Seaborn and R. Bi-clustering will be done with ExplodeLayout and Bipartite Modularity.
This specific workspace is going to be my (bokov's) hub for sharing pre-computed datasets and production code with the team in order to simplify development and conserve credits. The team will be provided with paths to the appropriate buckets.
This workspace uses a DataProc cluster, so it should only be used for working with genomic data, and cheaper workspaces can then copy the results out of this workspace's default bucket (currently, the SHARED_STAGED_DATA subfolder) to their local environments instead of everyone having to build it up each time.","Anticipated Findings
Certain subtypes of these disease groups may have more SDoH variables answered that may help with future interventions. Developing a generalizable method to analyze AoU data is also important.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Weibin Zhang
- Project Personnel, University of Texas Medical Branch (UTMB) at Galveston
Daniel Bao
- Graduate Trainee, University of Texas Medical Branch (UTMB) at Galveston
Alex Bokov
- Other, University of Texas Health Science Center, San Antonio
Suresh Bhavnani
- Late Career Tenured Researcher, University of Texas Medical Branch (UTMB) at Galveston"
Maturity-onset diabetes of the young (MODY),"Maturity-onset diabetes of the young (MODY) is a form of diabetes caused by a single highly penetrant variant. A majority of MODY cases are caused by pathogenic variants in three genes: HNF1A, HNF4A and GCK. The prevalence and penetrance of…","Scientific Questions Being Studied
Maturity-onset diabetes of the young (MODY) is a form of diabetes caused by a single highly penetrant variant. A majority of MODY cases are caused by pathogenic variants in three genes: HNF1A, HNF4A and GCK. The prevalence and penetrance of pathogenic variants in MODY-associated genes is still relatively unclear. Proper identification and diagnosis of MODY is important as the condition has treatment implications differ from other forms of diabetes . For example, first line treatment for HNF1A- and HNF4A-MODY subtypes is sulfonylureas vs. insulin in type 1 or metformin in type 2. For GCK-MODY, pharmacologic treatment is unnecessary except in some cases. The goals of this project are two-fold. We are interested in better understanding the prevalence and penetrance of these variants in the AoU cohort. We are interested in understanding how well treatments prescribed match clinical guidelines indicated by genetic etiology for  those with a pathogenic or likely pathogenic MODY variant.","Project Purpose(s)
Disease Focused Research (Maturity-onset diabetes of the young (MODY) )
Ancestry","Scientific Approaches
We will identify individuals in the cohort with a likely pathogenic or pathogenic variant in one of the MODY-associated genes using classifications from the ClinGen Monogenic Diabetes Expert Panel for Variation Curation, which is a group of physicians, geneticists, and laboratory pathologists that work on MODY.   From the eligible individuals, we will look at diagnosis of diabetes, age of diagnosis, family history of diabetes, and treatment information. We will be using methods for penetrance estimate based on previous work by Mirshahi et al. 2022 (PMID 36257325). Because of phenotypic and onset differences between HNF1A/HNF4A MODY and GCK MODY, we will use two separate methodologies to estimate penetrance. To estimate the penetrance of diabetes for those with a HNF1A or HNF4A variant, we will use Cox regression and Kaplan-Meier survival curves. For those with a GCK variant, we will use Fisher’s exact test to estimate the penetrance for mild hyperglycemia.","Anticipated Findings
By gaining an estimate for the prevalence and penetrance of known MODY-associated variants, we will have a better understanding of how common these variants are in the population and how likely a variant will result in disease.   Although there has been previous work done in this area, it has been completed predominately in White-European cohorts  and, to our knowledge, not in a healthy US cohort. Through this project, we will be able to gain insights regarding MODY variants in diverse groups living in the United States. By analyzing treatments being used for MODY, we will be able to understand the current clinical landscape for MODY and identify potential areas of improvement. We hope that this work will lead to a better understanding of the presence of MODY-associated variants in the US and better improve health outcomes for individuals with this condition.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Toni Pollin
- Mid-career Tenured Researcher, University of Maryland, Baltimore
Jessica Tiner
- Graduate Trainee, University of Maryland, Baltimore"
