title,main_goal_and_aims,Questions,Purpose,Approaches,Findings,Categories,DataTier,Team
Type 2 Diabetes Distribution (tier 5),"Diabetes is the fastest increasing disease worldwide and the disease is heterogeneous with regard to clinical presentation and progression. In order to examine the differences in mechanisms and in the clinical course of people with diabetes, we try to explore…","Scientific Questions Being Studied
Diabetes is the fastest increasing disease worldwide and the disease is heterogeneous with regard to clinical presentation and progression.
In order to examine the differences in mechanisms and in the clinical course of people with diabetes, we try to explore the distribution of participants with type 2 diabetes according to different risk factors, including age, sex, race, education, BMI, blood pressure and other related biomarkers?","Project Purpose(s)
Disease Focused Research (Type 2 diabetes)
Educational","Scientific Approaches
We will conduct analyses for type 2 diabetes . We will use Rand BigQuery to retrieve type 2 diabetes participants. We will analyze and describe the distribution of these cohort across age, gender, race, education and blood pressure. We will make comparisons for the demographic variables above. The statistical methods will be used including: ANOVA, Chi-square test, Regression model by R software.","Anticipated Findings
We anticipated to find significant variation of type 2 diabetes participants among the listed risk factors above. Moreover, the significant difference among the clinical risk factors would used on classification of type 2 diabetes  patients to personalized further treatment. We may identify those type 2 diabetes patients  at greatest risk of complications.","Demographic Categories of Interest
Race / Ethnicity
Age
Sex at Birth
Gender Identity
Sexual Orientation
Geography
Disability Status
Access to Care
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
QIAOCHU XUE
- Research Fellow, Emory University"
Detection and analysis of genetic risk factors for insulin resistance,"Diabetes, heart attacks, strokes, fatty liver disease and cancer are the epidemic illnesses of modern life. These diseases often occur together, and one common cause is resistance to the effects of insulin (insulin resistance; IR). When measured in the clinic,…","Scientific Questions Being Studied
Diabetes, heart attacks, strokes, fatty liver disease and cancer are the epidemic illnesses of modern life. These diseases often occur together, and one common cause is resistance to the effects of insulin (insulin resistance; IR). When measured in the clinic, IR can strongly predict who will develop these diseases later in life. The causes of IR are both hereditary (genetic) and environmental. There is only one class of drugs, thiazolidinediones (TZDs), that treats IR, but TZDs have serious side effects that prevent their widespread use. If we knew which genes were responsible for changing IR, new and much needed therapies could be developed. Here, we propose to use genetic information from participants in All of Us to find people who are genetically protected from IR and look for the specific genetic variants that confer this protection. The result of this project will be new potential targets for therapeutic development to prevent and treat these epidemic scale chronic diseases.","Project Purpose(s)
Disease Focused Research (Insulin Resistance)
Ancestry","Scientific Approaches
We propose to use previously published GWAS for traits related to insulin sensitivity/resistance to construct an insulin resistance genetic risk score composed of a series of SNPs. The score for every participant from All of Us will be computed. The participant score will be regressed against the clinical data of the participants including diabetes, cardiovascular events and incident cancers as well as physiologic measures of body composition and relevant serum chemistries and lipid levels. A quantitative clinical profile will be constructed based on this score that is a composite of diagnoses, physiologic and serum measurements. The whole genome sequencing of subgroups of individuals with extreme clinical profile values will be examined for loss-of-function mutations in protein coding genes.","Anticipated Findings
If successful, this research will identify novel mutations and novel genes that protect individuals from diabetes, cardiometabolic diseases, fatty liver disease, and some cancers. Such genes could lead to new classes of medications for these therapies.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Xiaomi Du
- Graduate Trainee, University of California, San Diego"
T2 Diabetes Comparison,"We are exploring an algorithm to define type II diabetes phenotypes from the electronic health records to compare All of Us participants with type II diabetes randomized controlled trial (RCT) participants. We are interested in distribution of demographics, co-morbidities and…","Scientific Questions Being Studied
We are exploring an algorithm to define type II diabetes phenotypes from the electronic health records to compare All of Us participants with type II diabetes randomized controlled trial (RCT) participants. We are interested in distribution of demographics, co-morbidities and treatment patterns of type II diabetes. We will not upload RCT data into the workbench. We will only compare summary statistics of these characteristics instead of comparing individual level data. When comparing model performance in All of Us population and RCT population, we will only transfer fitted model parameters to the workbench instead of individual level data.","Project Purpose(s)
Methods Development","Scientific Approaches
We will compare sample characteristics of participants in All of Us with participants in clinical trials with appropriate statistical tests and correct for multiple comparisons. We will study the generalizability of clinical trial results to the real world observational data such as All of Us. We will assess how to model the outcome and how to choose a scale so that the results from trials are transferrable to the general population.","Anticipated Findings
We do not expect clinical trial participants to be a representative sample of the real world population affected by type II diabetes. By studying a model that is transferrable between populations, our analysis can assist with using the clinical trials results to inform real world decision making.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Wenbo Fei
- Graduate Trainee, Columbia University
Collaborators:
Yuanjia Wang - Mid-career Tenured Researcher, Columbia University"
Duplicate of Demo - Medication Sequencing - ALM for exploration,"1- What are the main prescribed medication sequences that participants with type 2 diabetes and depression took over three years of treatment? In this questions, we are extracting the anti-diabetes and anti-depressant medications used to to treated participants who have…","Scientific Questions Being Studied
1- What are the main prescribed medication sequences that participants  with  type 2 diabetes and depression took over three years of treatment?
In this questions, we are extracting the anti-diabetes and anti-depressant medications used to to treated participants who have T2D and depression codes. We retrieved medications prescribed after the first diagnosis code for each disease. We represented the medications using their ATC 4th level.
2- What is the most common first anti-diabetic and anti-depressant that were prescribed for All of Us participants? We extracted the first medications prescribed to treat T2D and depression. We identified the most common first medication with the highest number of participants.
3- Is there a change in the percentages of participants who were prescribed first common medication, treated using one medication, treated only using one common medication between 2000-2018?","Project Purpose(s)
Disease Focused Research (type 2 diabetes, depression)
Other Purpose (This work is a result of an All of Us Research Program Demonstration Project. The projects are efforts by the Program designed to meet the program's goal of ensuring the quality and utility of the Research Hub as a resource for accelerating discovery in science and medicine. This work was reviewed and overseen by the All of Us Research Program Science Committee and the Data and Research Center to ensure compliance with program policy, including policies for acceptable data access and use.)","Scientific Approaches
In this project, we plan on using the medication sequencing developed at Columbia University and the OHDSI network as a means to characterize treatment pathways at scale. Further, we want to demonstrate implementation of these medication sequencing algorithms in the All of Us research dataset to show how the various sources of data contained within the program can be used to characterize treatment pathways at scale. We will perform separate medication sequence analyses for three different common, complex diseases: type 2 diabetes, depression
1- Data manipulation
Using python and BigQuery to:
A- Retrieve medication and their classes
B-Create the medications sequences
2- Visualization:
A- Creating sunburst to visualize the sequences
B- Plotting the percentages of participants the first common medication and one medication during three years","Anticipated Findings
For this study, we anticipate demonstrating the validity of the data by showing expected treatment patterns despite gathering data from over 30 individual EHR sites. Specifically, we expect to find:
1- Variation in the medication sequences prescribed to treat All of Us participants who had type 2 diabetes and depression.
2- The most common medication used to treat participants as first line treatment with type 2 diabetes and depression diagnosis.
3- A trend or change over time of prescribing the first common medication over the study period
4- Trend overtime for the percentage of participants
Importantly, the detailed code developed herein is made available within the Researcher Workbench to researchers, so that they may more easily extract medication data and class information using a common medication ontology, an approach useful in many discovery studies.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Amy Moore
- Research Associate, All of Us Researcher Academy/RTI International"
DiabetesAndEyeDiseases,"People who have diabetes are more likely to develop several eye diseases or conditions, such as diabetic retinopathy, cataracts and open-angle glaucoma. For people who have diabetes, it is important to get regular comprehensive dilated eye exam to identify these…","Scientific Questions Being Studied
People who have diabetes are more likely to develop several eye diseases or conditions, such as diabetic retinopathy, cataracts and open-angle glaucoma. For people who have diabetes, it is important to get regular comprehensive dilated eye exam to identify these conditions and have early treatment. This study is to survey cohorts of AoU participants who have diabetes and who do not, and compare the incidence rates of these eye conditions, and to examine their EHR data for regular eye exams as a means of prevention.","Project Purpose(s)
Educational","Scientific Approaches
1)	Building datasets: identify participants who have type 2 diabetes and randomly select equal number of participants without type 2 diabetes
2)	Search the EHR records of the participants to identify eye diseases and conditions
3)	Run statistical analysis to find the difference on incidence rate between the two populations","Anticipated Findings
Type 2 diabetic participants will have a higher incidence rate of eye diseases or conditions compared to non-diabetic participants. Using the EHR data, if the type 2 participants do not have more frequent eye exams compared to non-diabetic participants, the findings in the study will provide evidence to recommend for regular eye exams for diabetic patients.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
James Gao
- Administrator, National Institutes of Health (NIH)"
Predictors of cognitive decline,"We would like to explore the data to examine the influence predictors of cognitive decline including depression, vascular risk factors (hypertension, diabetes, hyperlipidemia, heart disease/ stroke, etc.) and demographic factors (sex/ gender, age, socio-economic status, race/ ethnicity, etc.).","Scientific Questions Being Studied
We would like to explore the data to examine the influence predictors of cognitive decline including depression, vascular risk factors (hypertension, diabetes, hyperlipidemia, heart disease/ stroke, etc.) and demographic factors (sex/ gender, age, socio-economic status, race/ ethnicity, etc.).","Project Purpose(s)
Disease Focused Research (Cognition, depression, vascular risk factors)","Scientific Approaches
We will use survey data, diagnostic codes, and vitals/ electronic health record data to examine depression, cognition, demographics, and vascular risk factors. We would like to describe the participant characteristics of the study sample and examine longitudinal data to determine cognition decline over time.","Anticipated Findings
We anticipate that we will be able to describe the patient population using descriptive statistics and determine predictors of cognitive decline including clinical (depression, blood pressure, diabetes, hyperlipidemia, heart disease/ stroke, etc.) and demographic risk factors (sex/ gender, age, socio-economic status, race/ ethnicity, etc.) from the participants in the All of Us dataset.","Demographic Categories of Interest
Age","Data Set Used
Registered Tier","Research Team
Owner:
Seema Aggarwal
- Early Career Tenure-track Researcher, University of Texas Health Science Center, Houston"
Diabetes and Dermatology,This study will be looking at connections between diabetes and dermatology. The exact methods will be determined after further research. This is just a test.,"Scientific Questions Being Studied
This study will be looking at connections between diabetes and dermatology. The exact methods will be determined after further research. This is just a test.","Project Purpose(s)
Disease Focused Research (Focus is in diabetes and dermatology connections.)","Scientific Approaches
This study will be looking at connections between diabetes and dermatology. The exact methods will be determined after further research. This is just a test.","Anticipated Findings
This study will be looking at connections between diabetes and dermatology. The exact methods will be determined after further research. This is just a test.","Demographic Categories of Interest
Age","Data Set Used
Registered Tier","Research Team
Owner:
Emily Strouphauer
- Graduate Trainee, Baylor College of Medicine"
diabetes,The long term goal of our work is to improve the diagnosis and clinical management of diabetes subtypes by translating recent advances in our understanding of genetic risk factors for diabetes. We study the role of rare and common genetic…,"Scientific Questions Being Studied
The long term goal of our work is to improve the diagnosis and clinical management of diabetes subtypes by translating recent advances in our understanding of genetic risk factors for diabetes.  We study the role of rare and common genetic variants in diabetes type 1, type 2, and subtypes of monogenic diabetes. We use genetic data in combination with clinical and other variables to develop risk models to better identify individuals with diabetes subtypes.  We test the utility of previously developed genetic risk scores for type 1 and type 2 diabetes in the MyCode cohort and determine the impact of rare disease-associated genetic variants.  The Allofus cohort will allow us to validate and refine our findings from admixed ancestry in a  large diverse population.   We will develop tools to better diagnose diabetes subtypes in individuals of all ancestries including European and non-Europeans  (African American, admixed American. Asian/Pacific Islander).","Project Purpose(s)
Disease Focused Research (diabetes mellitus)
Ancestry","Scientific Approaches
We will use genetic data (ngs, chip arrays) for all individuals, all ages, all ancestries; clinical data from ehr include demographics, data pertaining to diabetes: labs, diagnosis codes, procedure codes, tumor (pancreatic), medications.  We plan to validate and refine genetic risk scores for diabetes subtypes and examine rare and common variant contribution to type 1 and type 2 diabetes in association studies.  We also plan to develop risk models for diabetes subtypes, including monogenic diabetes using machine learning approaches.","Anticipated Findings
We plan to use data from Allofus to validate findings from the MyCode cohort, in particular, findings from admixed populations.  Overall, we anticipate being able to validate the grs findings from the MyCode cohort and the Allofus cohort.  We will be able to compare pathogenic variants of monogenic diabetes between the cohorts and ascertain phenotypic spectrum, prevalence, and penetrance of diabetes genes.  We will use the Allofus population to validate any risk models developed.
Achieving our goals will lead to possibility of further genetic studies into the phenotype, progression and complications of diabetes subtypes.  The risk models for diabetes subtypes will be provided freely on a server and available for clinicians to use.  These tools will be applicable to individuals of all ancestries and all ages.","Demographic Categories of Interest
Race / Ethnicity
Age
Sex at Birth","Data Set Used
Controlled Tier","Research Team
Owner:
lin mirshahi
- Senior Researcher, Geisinger Clinic
Collaborators:
Jonathan Luo - Project Personnel, Geisinger Clinic
Alexander Chang - Senior Researcher, Geisinger Clinic"
OSA and comorbidities,"We are interested in the conditions that accompany obstructive sleep apnea (OSA). There are conditions that are risk factors for OSA, so we expect to see those prior to a diagnosis of the sleep problem. There are also many comorbidities…","Scientific Questions Being Studied
We are interested in the conditions that accompany obstructive sleep apnea (OSA). There are conditions that are risk factors for OSA, so we expect to see those prior to a diagnosis of the sleep problem. There are also many comorbidities of OSA, such as cardiovascular disease, mental health problems, and diabetes. We believe that there may be mechanisms underlying OSA and these comorbidities that are present before diagnosis. We therefore want to look at when co-occurring conditions occur before and after a diagnosis of OSA. We also wish to assess those conditions in people without OSA as a comparison.","Project Purpose(s)
Disease Focused Research (obstructive sleep apnea)","Scientific Approaches
We will look at conditions relative to the date of diagnosis of OSA. We will assess the timeline of occurrence of events (diagnosis, survey, vital) relative to OSA, and assess the conditions that occur early, simultaneously or late. We will look at the conditions commonly associated with OSA (CV disease, mental health, etc) in people without indication of a sleep disorder, and see whether the timeline and severity differs with the OSA group.","Anticipated Findings
We expect to see conditions occurring prior to a diagnosis of OSA. This would suggest 1) that we may be detecting OSA late, and that these conditions may be potentially able to help improve screening for OSA, and 2) we may identify possible underlying pathophysiology that could be present in OSA that is also contributing to other health problems.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Paul Macey
- Mid-career Tenured Researcher, University of California, Los Angeles"
Diabetes and CVD Risk Factor Control and Treatment Patterns using v4 data,Understanding the spectrum risks found in persons with diabetes and ASCVD in a contemporary cohort of US adults can help target the intensity of therapeutic approaches to prevent future adverse outcomes. The project will examine the following questions: 1. Within…,"Scientific Questions Being Studied
Understanding the spectrum risks found in persons with diabetes and ASCVD in a contemporary cohort of US adults can help target the intensity of therapeutic approaches to prevent future adverse outcomes.
The project will examine the following questions:
1.	Within those with diabetes, how many are higher risk (two or more risk factors) and within those with ASCVD how many are at very high risk according to the recent 2018 cholesterol guidelines?
2.	Among these higher versus lower risk patients with ASCVD and DM, what is the adherence to non-smoking, healthy diet, and regular physical activity?
3.	Among these groups, what is the proportion at target for BP (<130/80 mmHg), LDL-C (< 70 mg/dl if CVD, <100 mg/dl otherwise), HbA1c (<8% if with CVD or <7% if not)?
4.	How does the extent of recommended medication use compare among these groups, including statins, BP medication, DM medication, antiplatelet/aspirin therapy, and influenza vaccination.","Project Purpose(s)
Disease Focused Research (Cardiovascular disease and diabetes)","Scientific Approaches
The dataset we would like to utilize would be participants’ provided information (PPI), electronic health records (EHR) and physical measurements, which provide information about the participant’s overall health status, lifestyle, medication history, serum biochemicals and demographic characteristics.
We will categorize the sample with and without diabetes mellitus (and within diabetes those with vs, without multiple risk factors) or cardiovascular diseases (and among such persons those at high vs. very high risk), and use Chi-square test to compare the extent of adherence to lifestyle measures (in# 2 above), risk factor control (#3 above), and extent of recommended medication use (#4 above). Multiple logistic regression will be used to examine whether the extent of single and multiple risk factor control is and within these conditions, those at higher versus lower risk and use multiple logistic regression to test the behavior and risk factors difference among different groups.","Anticipated Findings
We anticipate that there are different patterns in terms of health behaviors and risk factors control across the spectrum of diabetes and cardiovascular diseases, which will help to identify the possible prevention strategies towards different kinds of DM and CVDs and realize precision medicine among the patients.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Yufan Gong
- Graduate Trainee, University of California, Los Angeles
Nathan Wong
- Other, University of California, Irvine
Collaborators:
Meleeka Akbarpour - Graduate Trainee, University of California, Irvine
Divya Devineni - Graduate Trainee, University of California, Irvine"
