title,main_goal_and_aims,Questions,Purpose,Approaches,Findings,Categories,DataTier,Team
Association Maternal BMI with GDM Risk in later stages of pregnancy,The project aims to investigate the prevalence and occurrence rate of women having a high body mass index during pregnancy who have a high risk of gestational diabetes mellitus in the U.S. population concerning the variety present within the United…,"Scientific Questions Being Studied
The project aims to investigate the prevalence and occurrence rate of women having a high body mass index during pregnancy who have a high risk of gestational diabetes mellitus in the U.S. population concerning the variety present within the United States including age groups, races, ethnicities, geographical regions, education level, and income level. This study will demonstrate the association between maternal body mass index (BMI) and the risk of gestational diabetes mellitus (GDM) during the later stages of pregnancy and also explore the impact at various levels of maternal BMI on the development of GDM among pregnant women in the later stages of pregnancy. This will help to promote health equity among different demographic and clinical subgroups provide endorsement and potential guidance to scientists and clinical management and optimize patient care in the U.S. population.","Project Purpose(s)
Population Health","Scientific Approaches
We will use the All of Us study, controlled tire dataset v7. Participants with a high BMI will be identified based on WHO cutoffs. The eligibility criteria are based on females assigned at birth, aged 18-49 years who are pregnant. The prevalence of participants will be estimated by subpopulation based on age groups, races, ethnicities, geographical regions, education level, and income level. The dataset will be checked for normality, descriptive characteristics[For continuous: median (IQR) and for categorical n(%)], and association.will be established. The Odds Ratios (OR) and 95% confidence intervals will be estimated by using binomial regression for all GDM individuals. P-value<0.05 will be considered statistically significant.","Anticipated Findings
The study may identify specific thresholds or categories of maternal BMI during pregnancy that are related to higher or lower risks of developing GDM in the later stages of pregnancy. So, it can contribute to risk stratification and help in developing the goal interventions for high-risk individuals.
The findings enhance the timing of BMI assessment during pregnancy concerning GDM risk.
Moreover, this work may reveal the potential impact of maternal BMI during pregnancy on neonatal health outcomes and It is expected that maternal BMI levels associated with increased GDM risk may also be linked to adverse neonatal outcomes. The anticipated findings could have important clinical implications for prenatal care and GDM management. Healthcare providers may use the results to inform risk assessment protocols and develop personalized care plans for pregnant women based on their BMI status.","Demographic Categories of Interest
Race / Ethnicity
Age
Geography
Education Level
Income Level","Data Set Used
Controlled Tier","Research Team
Owner:
Sarada Ghosh
- Research Fellow, Cornell University"
Chronic Disease Multimorbidity,"We intend to study chronic disease multimorbidity (the presence of multiple conditions) among a diverse population of participants in the All of Us Research Program. Chronic disease is a rising contributor to mortality and morbidity, and many chronic disease risk…","Scientific Questions Being Studied
We intend to study chronic disease multimorbidity (the presence of multiple conditions) among a diverse population of participants in the All of Us Research Program. Chronic disease is a rising contributor to mortality and morbidity, and many chronic disease risk factors are modifiable. Learning how we can more effectively prevent and control chronic disease among diverse patient populations will be essential for population health improvement. We specifically plan to study the intersection between different chronic diseases, such as diabetes, cardiovascular disease, dementia, chronic lung disease, kidney disease, and other conditions that interact with one another and cause progressive disability.","Project Purpose(s)
Population Health","Scientific Approaches
We will use a combination of descriptive tools (e.g. estimating prevalence, incidence of various conditions) and modeling tools to model the accumulation of disease risk factors and mortality. Our work will be performed primarily using All of Us data with additional work performed in other population-based data sources including EHR data, UK Biobank, and other large studies.","Anticipated Findings
We anticipate that our study will document the prevalence and risk of developing various types of multimorbidity and chronic disease burden over time and will identify novel risk factors for multimorbidity which could be targeted both to improve population health and to improve health equity.","Demographic Categories of Interest
Race / Ethnicity
Age
Sex at Birth
Gender Identity
Sexual Orientation
Geography
Disability Status
Access to Care
Education Level
Income Level","Data Set Used
Controlled Tier","Research Team
Owner:
Xinyi Tan
- Graduate Trainee, Columbia University
Jay Lusk
- Research Fellow, Duke University"
NBD and T2D,"What metrics of discrimination or factors create an adverse social determinants of health profile relevant to the diagnosis and presence of type 2 diabetes? Using an aggregated genetic risk score, are impacts similar for variants linked to functional categories of…","Scientific Questions Being Studied
What metrics of discrimination or factors create an adverse social determinants of health profile relevant to the diagnosis and presence of type 2 diabetes? Using an aggregated genetic risk score, are impacts similar for variants linked to functional categories of type 2 diabetes, such as body fat or beta cell function related variants? What, if any, SDOH have an affect on diagnosis and presence of type 2 diabetes?
These are exploratory questions as this workspace will be used to identify any possible metrics of discrimination when it comes to the diagnosis and treatment of type 2 diabetes. I hope to use this workspace to come to a better understanding on if SDOH have similar impacts of genetic risk scores when determining risk for type 2 diabetes.","Project Purpose(s)
Population Health","Scientific Approaches
I would like to use any participant-level data that includes risk scores and social determinants found to be relevant to type 2 diabetes.
I plan to look at an aggregated genetic risk score as well as clustered GRS.
Genomic analysis will be the primary method used to explore this data.","Anticipated Findings
This study will increase knowledge regarding genetic and epigenetic risk factors regarding type 2 diabetes in diverse populations. By better understanding the metrics of discrimination used in calculating risk and the diagnosis of this disease, there will be more awareness of the SDOH for underrepresented populations in science regarding type 2 diabetes.","Demographic Categories of Interest
Race / Ethnicity
Sex at Birth
Gender Identity
Sexual Orientation
Geography
Disability Status
Access to Care
Education Level
Income Level","Data Set Used
Controlled Tier","Research Team
Owner:
Reagan Ballard
- Undergraduate Student, University of North Carolina, Chapel Hill
Collaborators:
Micah Hysong - Graduate Trainee, University of North Carolina, Chapel Hill"
Genetics of Diabetes and its related Metabolic Traits,"Hundreds of genetic variants have been linked with diabetes and related metabolic conditions, including for obesity, type-two diabetes, HbA1c (glycated haemoglobin).. However, the biological pathways by which they act is not yet clear, nor have all causal genetic variants been…","Scientific Questions Being Studied
Hundreds of genetic variants have been linked with diabetes and related metabolic conditions, including for obesity, type-two diabetes, HbA1c (glycated haemoglobin).. However, the biological pathways by which they act is not yet clear, nor have all causal genetic variants been identified, especially those in the fewest individuals. We intend to run genome-wide association studies between these phenotypes (e.g. individuals who suffer from diabetes versus those who do not, or BMI as a continuous trait), and other diabetes-related phenotypes (HbA1c, glucose etc) against genetic variants from the Whole Genome Sequencing data. Our results will improve the field’s understanding of the biological pathways for these conditions. The All of Us data set is crucial for answering these questions, due to its diverse genetic ancestry. Whole genome sequencing contains nearly all genetic variants, down to the rarest (<1% of individuals), which aids our ability to identify causal genetic mutations.","Project Purpose(s)
Disease Focused Research (type 2 diabetes mellitus)
Ancestry","Scientific Approaches
We will be performing genome-wide association studies, comparing the frequency of variants between individuals who do and do not suffer from diabetes and other complications, or looking to identify variants that are associated with increased or decreased BMI/HbA1c. We will use the software tool REGENIE to perform our analysis, which rigorously controls for known confounders. Our association analyses will be performed using the most recent release of whole-genome sequencing data. We will also perform downstream analyses, such as Fine Mapping, which inform us about which variants are and are not causal.","Anticipated Findings
We anticipate finding novel genetic factors associated with metabolic and diabetes-related diseases. Our results will be published in high-impact journals under an open-access agreement.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Robin Beaumont
- Research Fellow, University of Exeter
Michael Weedon
- Senior Researcher, University of Exeter
Gareth Hawkes
- Research Fellow, University of Exeter
Andrew Wood
- Mid-career Tenured Researcher, University of Exeter
Collaborators:
Harry Wright - Research Assistant, University of Exeter
Harry Green - Mid-career Tenured Researcher, University of Exeter"
Delirium Genetics,"Delirium, a severe medical condition prevalent among older patients, is often linked to various risk factors, including type 2 diabetes mellitus (DM), potentially due to shared mechanisms increasing dementia susceptibility. Intriguingly, research suggests that metformin, a medication for DM, not…","Scientific Questions Being Studied
Delirium, a severe medical condition prevalent among older patients, is often linked to various risk factors, including type 2 diabetes mellitus (DM), potentially due to shared mechanisms increasing dementia susceptibility. Intriguingly, research suggests that metformin, a medication for DM, not only extends lifespan but also reduces delirium risk in DM patients. Additionally, exploring metformin's effects on genome-wide DNA methylation have shed light on its mechanisms, including pathways related to longevity, AMPK, inflammation, and HIF-1 alpha. However, a deeper understanding of metformin's role in longevity and its impact on delirium risk is warranted. To address this gap, our study aims to investigate metformin's potential influence on delirium risk as well as mortality risk, and also investigate genetic profiles modulating such potential association by examining genome-wide genetic status in patients with and without a history of delirium.","Project Purpose(s)
Disease Focused Research (delirium)
Ancestry","Scientific Approaches
Dataset: All of Us Controlled Data v07
Tools: R
Research methods:
- Investigate the prevalence of delirium among individuals with and without a history of metformin use, stratified by the status for diabetes mellitus.
- Compare the frequency of SNP alleles related to delirium as a trait among the population first. Then we evaluate the difference of such potential association between participants who have used metformin and those who have not to investigate the potential interaction between genotype and medical use history.","Anticipated Findings
Conducting the described research study could yield several anticipated findings that can contribute significantly to the field of delirium, pharmacogenomics, and the potential interaction between medication use and genetic predispositions. Findings may reveal a lower prevalence of delirium among individuals with a history of metformin use compared to those without such a history, particularly among those with diabetes mellitus. In addition, findings might indicate a differential effect of metformin on individuals with different genetic predispositions towards delirium. Overall, the anticipated findings from this research study could enhance our understanding of the complex relationship between metformin use, genetic factors, and the pathophysiology of delirium, ultimately leading to improvements in clinical care, risk assessment, and potentially the development of targeted interventions for preventing or managing delirium in at-risk individuals.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
yuji choi
- Project Personnel, Johns Hopkins University"
Personalizing Antihypertensives and Diabetic Medications,"The study aims to investigate how genetic variations in metabolizing enzymes, including but not limited to the cytochrome P450 (CYP450) and UDP-glucuronosyltransferase (UGT) enzyme families, affect the pharmacodynamics and pharmacokinetics of drugs prescribed for type II diabetes and hypertension.","Scientific Questions Being Studied
The study aims to investigate how genetic variations in metabolizing enzymes, including but not limited to the cytochrome P450 (CYP450) and UDP-glucuronosyltransferase (UGT) enzyme families, affect the pharmacodynamics and pharmacokinetics of drugs prescribed for type II diabetes and hypertension.","Project Purpose(s)
Disease Focused Research (hypertension and diabetes)
Ancestry","Scientific Approaches
The study will utilize a pharmacogenetic approach, analyzing patient data from the All of Us Research program. By examining the genetic  polymorphisms in genes encoding enzymes, the research will correlate these variations with the effectiveness of antihypertensive and antidiabetic medications.  Effectiveness will be ascertained from review of EMR data. This will involve statistical analysis to identify significant associations between gene variations and drug response, helping to discern patterns that could guide medication selection and dosing.","Anticipated Findings
We expect to reveal associations between specific genetic polymorphisms in genes encoding for metabolizing enzymes and the efficacy of hypertension and diabetes medications. These insights could significantly advance precision medicine, providing evidence to support genotype-guided therapy in managing these conditions. Such findings would contribute to a more personalized approach to healthcare, enabling practitioners to tailor treatments based on individual genetic makeup, thereby enhancing treatment effectiveness and patient quality of life while potentially reducing healthcare costs.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Jonathon Baccus
- Early Career Tenure-track Researcher, University of Alabama
Collaborators:
Hui Wang - Project Personnel, University of Alabama
Graham Jones - Graduate Trainee, University of Alabama"
"Safety and Effectiveness, CKD, SDOH of in chronic disease","The study aims to investigate the safety and effectiveness of anti-diabetes medications in the United States. Due to the ever-changing trend in the management of diabetes, the contemporary safety and effectiveness of different approaches to diabetes become big concerns. The…","Scientific Questions Being Studied
The study aims to investigate the safety and effectiveness of anti-diabetes medications in the United States. Due to the ever-changing trend in the management of diabetes, the contemporary safety and effectiveness of different approaches to diabetes become big concerns. The approval of different classes of medications including Glucagon-like peptide-1 (GLP-1) agonists, peptidase inhibitors (DPP4 inhibitors), and sodium-glucose cotransporter inhibitors (SGLT2i) pose uncertainty in outcomes and safety of these medications. This study will explore the glycemic control, cardiovascular and renal outcomes of these medications, and their adverse health outcomes relative to the main stay therapy such as metformin and insulin. The main safety concerns include diabetic ketoacidosis, infections, cancer, and metabolic abnormalities.","Project Purpose(s)
Population Health
Social / Behavioral","Scientific Approaches
To determine the safety and effectiveness, a cohort of patients who are taking anti-diabetes medications will be selected. The patients will be followed starting from the date of medication initiation till the current time. The incidence of different adverse effects and the status of patients will be recorded along with the types of medications. The specific events include glucose level, cardiovascular events, mortality, adverse renal outcomes, and adverse drug reactions such as diabetes ketoacidosis, infections, and cancer. Comparison will be made between groups who are taking different medications to determine the relative safety and effectiveness of the medications. We will implement different statistical and computational algorithms to determine the safety and effectiveness of anti-diabetes medications.","Anticipated Findings
The assessment of the safety and effectiveness of anti-diabetes medications would help to select the appropriate therapy for diabetes patients. In addition, it will help to maximize the quality of life of patients and decrease the cost of treatment. The adverse effects of the medications would be early detected and prevented. Further to this, the macro-and microvascular complications of diabetes would be reduced.","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Controlled Tier","Research Team
Owner:
Tadesse Abegaz
- Graduate Trainee, Florida A&M University"
Duplicate of Type 2 DM and Wearables Data RTDv6,Our primary goal is to understand the interaction between activity levels and sleep quality with the development and progression of human disease with a primary focus on type 2 diabetes mellitus. Higher physical activity is associated with lower prevalence and…,"Scientific Questions Being Studied
Our primary goal is to understand the interaction between activity levels and sleep quality with the development and progression of human disease with a primary focus on type 2 diabetes mellitus. Higher physical activity is associated with lower prevalence and better outcomes in virtually every human disease. These analyses will generate hypotheses guiding clinical and research interventions focused on activity and sleep to reduce morbidity and mortality in patients seeking care.","Project Purpose(s)
Disease Focused Research (type 2 diabetes mellitus)
Population Health
Social / Behavioral","Scientific Approaches
We will examine the relationship between daily activity (steps, activity intensity) over time and the prevalence and progression of coded human diseases with a primary focus on Type 2 DM. We will use the Fitbit data, EHR-curated diagnoses, laboratory values, quality of life survey results, and clinical outcomes (hospitalizations/mortality).","Anticipated Findings
We expect to find that lower levels of activity are associated with a higher prevalence and more rapid progression of Type 2 DM and other diseases. These data will provide the rationale to link wearables data with electronic health records nationwide as a window into behavioral activity choice as a modifiable risk factor for chronic diseases. We may find substantial variation in activity and disease prevalence/severity by socioeconomic status, which would motivate studies/interventions to reduce these health disparities.","Demographic Categories of Interest
Race / Ethnicity
Geography
Access to Care
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Omar Costilla Reyes
- Research Fellow, Massachusetts Institute of Technology"
Genetics of Anthropometric Traits,"The purpose of this project is to better understand the non-coding genetic variants that contribute to variation in anthropometric traits, including height, weight and body shape. These traits have important causal links to diseases such as Type 2 diabetes and…","Scientific Questions Being Studied
The purpose of this project is to better understand the non-coding genetic variants that contribute to variation in anthropometric traits, including height, weight and body shape. These traits have important causal links to diseases such as Type 2 diabetes and heart disease. Understanding the genes and regulatory elements that explain variation in these traits can provide important new insights in the biology of these traits and their associated diseases. They also may provide potential target for therapeutic development. Additionally, these traits - particularly height - are classic polygenic traits that have been exemplars for other common complex traits, that allow the development of methods and approaches to analysing the non-coding genome.","Project Purpose(s)
Disease Focused Research (Anthropometric traits (e.g. height, weight, BMI, body shape))
Methods Development
Ancestry","Scientific Approaches
We will be performing genome-wide association studies looking to identify variants that are associated with increased or decreased anthropometric traits (e.g. height and BMI). We will use the software tool REGENIE to perform our analysis, which rigorously controls for known confounders. Our association analyses will be performed using the most recent release of whole-genome sequencing data. We will also perform downstream analyses, such as Fine Mapping, which inform us about which variants are and are not causal.","Anticipated Findings
We anticipate finding novel genetic factors associated with anthropometric traits. The diversity of All of Us also provides a unique opportunity to identify causal variants at previously associated loci from common variant GWAS. Our results will be published in high-impact journals under an open-access agreement.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Robin Beaumont
- Research Fellow, University of Exeter
Michael Weedon
- Senior Researcher, University of Exeter
Harry Wright
- Research Assistant, University of Exeter
Gareth Hawkes
- Research Fellow, University of Exeter"
Genomics in predicting immune checkpoint inhibitor efficacy in lung cancer,"Although immune checkpoint inhibitors (ICIs) are commonly used to treat non-small cell lung cancer, the response rate is relatively low. Non-small cell lung cancer (NSCLC) is characterized by various germline and somatic mutations and their roles in patients' response to…","Scientific Questions Being Studied
Although immune checkpoint inhibitors (ICIs) are commonly used to treat non-small cell lung cancer, the response rate is relatively low. Non-small cell lung cancer (NSCLC) is characterized by various germline and somatic mutations and their roles in patients' response to ICIs therapy are not well understood. We seek to use All-of-Us data to identify potential correlations/association between germline genomic alterations and tumor sensitivity to ICIs. We believe gene/drug interactions with medicines used to treat chronic inflammatory conditions (e.g. hypertension, hyperlipidemia, obesity, diabetes and COPD) may also associate with response of NSCLC to ICI. Thus, appropriate management of co-morbid conditions may improve response to ICI in NSCLC patients.","Project Purpose(s)
Disease Focused Research (lung cancer)
Drug Development
Methods Development","Scientific Approaches
The first cohort will include patients with a diagnosis of lung cancer who have a drug code that includes immune checkpoint inhibitors (ICIs) and have available genomics data. The control set will be patients matched with comorbidity index and other geographic and clinical characteristics without the use of ICIs.
The second or second level of the primary cohort are those patients with a diagnosis of lung cancer, treatment with ICIs, genomic data, and who have drug codes associated with medications to control co-morbid inflammatory conditions ( hypertension, hyperlipidemia, COPD, diabetes, and obesity).
We will  establish a timeline for outcomes through timestamps provided in the data during the analysis phase using R or Python processing.
It is likely that correlation and regression models will be employed to understand the relationships among increased time on ICI therapy with germline variants and/or treatment of co-morbid conditions in lung cancer patients.","Anticipated Findings
Our first goal is to further explore the utility of All of Us data in association of germline variants with ICI treatment response. If successful, we hope to find significant/meaningful association  of treatment effect of immune checkpoint inhibitors in lung cancer patients with various germline mutations. Secondarily, we seek to associate with treatment of chronic inflammatory conditions with time on ICI therapy. The results would provide more insights into the utilization of immunotherapy in lung cancer and provide valuable information for future individualized therapy using whole genome sequencing in those patients.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Pianhong Han
- Graduate Trainee, University of Kentucky
Esther Black
- Mid-career Tenured Researcher, University of Kentucky"
