title,main_goal_and_aims,Questions,Purpose,Approaches,Findings,Categories,DataTier,Team
Registered Tier Chronic Disease Prevalence Korean and Korean-Americans,"This research project aims to study the difference in prevalence of diabetes, obesity, and hypertension among Koreans born in Korea and Korean-Americans. A secondary goal of this study would be to understand what lifestyle factors related to diet and/or immigration…","Scientific Questions Being Studied
This research project aims to study the difference in prevalence of diabetes, obesity, and hypertension among Koreans born in Korea and Korean-Americans.  A secondary goal of this study would be to understand what lifestyle factors related to diet and/or immigration cause these differences. Other variables of interest in this study are age, sex, income level, education, insurance, diet, and food security. There is little research out there studying Asian Americans as disaggregated group subgroups. As research has evolved, we have realised the importance of studying ethic subgroups because health disparities in these groups can be covered by overarching ethnic groups such as ""Hispanic"" or ""Asian."" This causes certain ethnicities to fall through the cracks and not get the research, intervention, or policy attention needed to achieve health equity.","Project Purpose(s)
Population Health
Social / Behavioral","Scientific Approaches
I will be using KNHANES (Korea National Health and Nutrition Examination Survey) for my Native Korean data points and Korean-Americans from the All of Us dataset. For KNHANES analysis I will use R or the resources in this workspace to answer my scientific question.","Anticipated Findings
The goal of this research would be to find a significant difference in prevalence in one or more of the diseases of interest. A secondary goal would be to find significant correlation between one (or more) of the diseases of interest and one (or more) of the other variables of interest which are age, sex, income level, education, insurance, diet, and food security.","Demographic Categories of Interest
Race / Ethnicity
Age
Disability Status","Data Set Used
Registered Tier","Research Team
Owner:
Segovia Lucas
- Undergraduate Student, University of Alabama at Birmingham"
Diet-Related Chronic Disease Prevalence Korean-Born Koreans and Korean-Americans,"This research project aims to study the difference in prevalence of diabetes, obesity, and hypertension among Koreans born in Korea and Korean-Americans. A secondary goal of this study would be to understand what lifestyle factors related to diet and/or immigration…","Scientific Questions Being Studied
This research project aims to study the difference in prevalence of diabetes, obesity, and hypertension among Koreans born in Korea and Korean-Americans.  A secondary goal of this study would be to understand what lifestyle factors related to diet and/or immigration cause these differences. Other variables of interest in this study are age, sex, income level, education, insurance, diet, and food security. There is little research out there studying Asian Americans as disaggregated group subgroups. As research has evolved, we have realised the importance of studying ethic subgroups because health disparities in these groups can be covered by overarching ethnic groups such as ""Hispanic"" or ""Asian."" This causes certain ethnicities to fall through the cracks and not get the research, intervention, or policy attention needed to achieve health equity.","Project Purpose(s)
Social / Behavioral
Ancestry","Scientific Approaches
I will be using KNHANES (Korea National Health and Nutrition Examination Survey) for my Native Korean data points and Korean-Americans from the All of Us dataset. For KNHANES analysis I will use R or the resources in this workspace to answer my scientific question.","Anticipated Findings
The goal of this research would be to find a significant difference in prevalence in one or more of the diseases of interest. A secondary goal would be to find significant correlation between one (or more) of the diseases of interest and one (or more) of the other variables of interest which are age, sex, income level, education, insurance, diet, and food security. The importance of this data in the field of public health research is to understand how data from ethnic subgroups can show disparities not see in aggregated racial groups. Another important thing to learn is the role of immigration on chronic disease prevalence.","Demographic Categories of Interest
Race / Ethnicity
Age
Disability Status","Data Set Used
Controlled Tier","Research Team
Owner:
Segovia Lucas
- Undergraduate Student, University of Alabama at Birmingham"
Type I Diabetes and HLA Workspace Controlled,Nearly 2 million people suffer from the autoimmune disease known as Type I Diabetes in the US. Strong genetic components have been found between HLA Class II genes (antigen presenting on T cells) and Type I Diabetes. We are interested…,"Scientific Questions Being Studied
Nearly 2 million people suffer from the autoimmune disease known as Type I Diabetes in the US. Strong genetic components have been found between HLA Class II genes (antigen presenting on T cells) and Type I Diabetes. We are interested in exploring HLA allele frequencies associations for Type I Diabetes in the All of Us cohort, and determining which alleles have higher risk of developing the disease, and whether the known alleles are replicated across different ancestries. We will look at potential other HLA alleles (apart from Class II) that may play a role in the risk for Type I Diabetes.","Project Purpose(s)
Disease Focused Research (type 1 diabetes mellitus)
Population Health
Ancestry","Scientific Approaches
We are interested in accessing the Type I Diabetes to contrast with two control populations: the general population and Type II Diabetes. To generate HLA alleles, we will use imputation methods such as SNP2HLA or DEEP*HLA. Our first attempt will be to replicate previous well-classified HLA associations to determine how well our imputation worked. We will then proceed to determine novel associations using a case-control analysis. We will adjust for population substructure and incorporate local ancestry. We will use the All of Us platform to access de-identified EHR and genomic data in a context that will protect the privacy of participants.","Anticipated Findings
HLA is the most diverse genomic region which makes it difficult to study in traditional association studies. Understanding the variation underpinning Type 1 Diabetes in different ancestry groups will increase our understanding of how the diversity affects the etiology of this autoimmune disorder. Furthermore, given that genetic testing is more prevalent, it will increase care by allowing the identification of high-risk patients before the onset of the disease.","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Controlled Tier","Research Team
Owner:
Obed Garcia
- Research Fellow, Stanford University"
Common metabolic disease genetic association analysis,"Common metabolic diseases (type 2 diabetes, cardiovascular disease, etc.) are influenced by both genetic and non-genetic risk factors, such as lifestyle habits (e.g. smoking, alcohol consumption, dietary patterns, physical activity, and sleep duration). Understanding both genetic and non-genetic factors and…","Scientific Questions Being Studied
Common metabolic diseases (type 2 diabetes, cardiovascular disease, etc.) are influenced by both genetic and non-genetic risk factors, such as lifestyle habits (e.g. smoking, alcohol consumption, dietary patterns, physical activity, and sleep duration). Understanding both genetic and non-genetic factors and their interactions may provide insights into potential pharmacologic targets and further lay the scientific foundation for precision interventions. Genome-wide association studies (GWAS) can characterize the genetic effects on complex diseases. The All of Us Research Program  offers an excellent path forward to use GWAS to elucidate human disease drivers. In response to FNIH RFP2 “GENERATION of New genetic, -omic, or biomarker data for Common Metabolic Diseases,” we propose to generate and discover novel genetic associations in the All of Us Research Program.","Project Purpose(s)
Disease Focused Research (Lifespan diabetes, diabetes complications and other metabolic diseases)","Scientific Approaches
We will perform disease, disease-related trait, and covariate harmonization in the All of Us Cohort for diseases (type 2 diabetes, cardiovascular disease outcomes and hypertension), disease-related traits (glycemic traits, CVD risk factors, blood pressure), and important covariates (adiposity traits, smoking, alcohol consumption, dietary patterns, physical activity, and sleep duration). We will report counts and power calculations that describe the genetic associations that could be discovered in the All of Us Cohort. We will explore the availability of additional common metabolic diseases and complications and perform power calculations for these traits. We will perform genetic association analyses with each disease and outcome (type 2 diabetes, type 1 diabetes, obesity, atherosclerosis, chronic kidney disease, heart failure, and NAFLD).","Anticipated Findings
We aim to discover novel genetic associations with metabolic disease traits and contribute summary statistics to the Common Metabolic Disease Knowledge Portal.","Demographic Categories of Interest
Race / Ethnicity
Age","Data Set Used
Controlled Tier","Research Team
Owner:
Alisa Manning
- Early Career Tenure-track Researcher, Mass General Brigham
Collaborators:
Ravi Mandla - Project Personnel, Broad Institute"
Chronic Hypertension in Patients of Reproductive Age,"To examine the prevalence of Chronic Hypertension Stage 1 and Stage 2 in reproductive age patients that are underrepresented in medicine using the All of Us research database. Also, to examine if there is a significant difference in the incidence…","Scientific Questions Being Studied
To examine the prevalence of Chronic Hypertension Stage 1 and Stage 2 in reproductive age patients that are underrepresented in medicine using the All of Us research database. Also, to examine if there is a significant difference in the incidence of gestational hypertension, pre-eclampsia, gestational diabetes and preterm birth in patients that had a pregnancy in these two groups.","Project Purpose(s)
Disease Focused Research (Chronic Hypertension )
Educational","Scientific Approaches
Data from patients enrolled in the All of Us Research program will be analyzed to understand the prevalence of stage 1 and stage 2 hypertension in reproductive age women underrepresented in medicine. If available, we will also review the incidence of gestational hypertension, pre-eclampsia, gestational diabetes, and preterm birth in these groups.","Anticipated Findings
Although there may be differences in the prevalence of stage 1 and stage 2 chronic hypertension in the general population of reproductive age,  there may be no difference in the prevalence of complications related to chronic hypertension in the pregnant population. This may contribute to scientific knowledge as the current recommendations in pregnancy  are for interventions based on using the BP parameter definition of stage 2 chronic hypertension only (140/90) and not stage 1 hypertension.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Ernesto Licon
- Research Fellow, University of California, Irvine
Collaborators:
Steven Hiek - Project Personnel, University of California, Irvine
Argyrios Ziogas - Late Career Tenured Researcher, University of California, Irvine"
Uncontrolled Diabetes Prediction and Fairness Measurement,"National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK) outlines that they wish to ""Advance understanding of biological pathways and environmental contributors to health and disease."". Also, ""NIDDK is particularly interested in applications advancing methods related to health equity…","Scientific Questions Being Studied
National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK) outlines that they wish to ""Advance understanding of biological pathways and environmental contributors to health and disease."". Also, ""NIDDK is particularly interested in applications advancing methods related to health equity research, as well as methods that would help to advance research on sex/gender differences, sexual and gender minority-related research and racial/ethnic diversity "".
This workbench aims to validate the study of Abegaz et al. (https://www.mdpi.com/2227-9032/11/8/1138) and to uncover fairness in the way in which the model predicts on certain patients. This entails measuring the difference in AUC and statistical parity between different genders and ethnicies.","Project Purpose(s)
Disease Focused Research (diabetes mellitus)
Methods Development","Scientific Approaches
The first part of the study will be on constructing a classification model to automatically predict if a person has diabetes. There exist many such models for this like random forrest models, gradient boosted trees, artificial neural networks and simple logistic regression. The notebook will examine ways to mitigate the effects of being underrepresented in the dataset using method like Random Over Sampling and Interpolated Over Sampling (like SMOTE).","Anticipated Findings
The study expects to find classification models to predict most correctly on well represented groups within the All of Us Dataset. If there is a significant disparity of model fairness between genders or ethnicities  then this would call for more validation studies of other papers which do not examine fairness on protected features.
Decision trees, convolutional neural networks, and encoder decoder networks can be used to find latent feature representations of the highly dimensional datasets. These methods are useful in finding important features used in the prediction process, and can be used to see the importance of sensitive variables like race and gender in classification. We can also stratify the dataset by race and gender and see if certain features are important for some groups but not for others.","Demographic Categories of Interest
Race / Ethnicity
Age
Sex at Birth
Gender Identity
Sexual Orientation
Income Level","Data Set Used
Controlled Tier","Research Team
Owner:
Zain Jabbar
- Graduate Trainee, University of Hawaii at Manoa"
Role of Over-Expressed Immune Signature,African Americans experience higher rates of certain types of cancer and often have poorer outcomes compared to other racial and ethnic groups. The relationship between an overexpressed immune signature and cancer comorbidity in African Americans is not fully understood. Multiple…,"Scientific Questions Being Studied
African Americans experience higher rates of certain types of cancer and often have poorer outcomes compared to other racial and ethnic groups. The relationship between an overexpressed immune signature and cancer comorbidity in African Americans is not fully understood. Multiple factors contribute to the disparities observed in cancer outcomes among different racial and ethnic groups, including socioeconomic factors, access to healthcare, cultural beliefs, and genetic variations. The presence of multiple medical conditions in an individual includes chronic diseases such as diabetes, cardiovascular disease, or respiratory conditions, which may impact cancer treatment and overall health outcomes by making an overreactive immune system. An overreactive immune system leads to chronic inflammation followed by the development of certain cancer types and poor disease outcomes. We will investigate the role of Over-Expressed Immune Signature in Co-morbidity in African Americans with Cancer","Project Purpose(s)
Disease Focused Research (cancer)
Social / Behavioral
Ancestry","Scientific Approaches
We will analyze dataset containing immune signature and co-morbidity status of cancer patient by R programming.","Anticipated Findings
We are hypothesizing that overreactive immune system leads to chronic inflammation followed by the development of certain cancer types and poor disease outcomes.","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Controlled Tier","Research Team
Owner:
Shahjalal Chowdhury
- Graduate Trainee, Tuskegee University"
Covid-19,"This workspace is to determine whether there are any prolonging/lingering side effects reported due to the vaccines that were pushed out. As part of this broader question, plan to look at whether there are any differences in the types of…","Scientific Questions Being Studied
This workspace is to determine whether there are any prolonging/lingering side effects reported due to the vaccines that were pushed out. As part of this broader question, plan to look at whether there are any differences in the types of issues reported based on the brand of vaccines received (Pfizer, Moderna, J&J, etc.). Also, analysis will be performed to determine if a specific group or ethnicity prone to certain genetic or environmental factors (Diabetes, Hypercholesterolemia, Asthma, etc.) are particularly affected.","Project Purpose(s)
Disease Focused Research (Covid-19)
Educational","Scientific Approaches
Utilize the v7 dataset to determine the type of information available and perform research based on this information.","Anticipated Findings
Anticipated findings are that individuals prone to respiratory diseases are negatively affected by the COVID-19 vaccinations received and may suffer from 'long-covid' compared to the rest of the population.","Demographic Categories of Interest
Access to Care
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Pratyusha Panchangam
- Undergraduate Student, Arizona State University
gabriela  patino
- Undergraduate Student, Arizona State University"
Type 2 Diabetes Complications risk prediction - AC,"The prevalence of type 2 diabetes (T2D), a highly polygenic disease, has been progressively increasing to epidemic proportions. We are constructing risk prediction tools for T2D and complications that could help guide clinicians implement personalized screening and management approaches to…","Scientific Questions Being Studied
The prevalence of type 2 diabetes (T2D), a highly polygenic disease, has been progressively increasing to epidemic proportions. We are constructing risk prediction tools for T2D and complications that could help guide clinicians implement personalized screening and management approaches to prevent T2D and complications. The integration of polygenic risk scores (PRS) into risk prediction models enhances the performance of these models. Yet the T2D prediction models that consider both clinical risks and T2D PRS fail to account for the underlying heterogeneous pathophysiology of T2D. We hypothesize that classification models, trained on a large data set and validated on a diverse group of patients, that exhaust the genetic risk for the pathologies involved in T2D development along with the clinical and environmental risk factors will provide more accurate predictions and guide individualized interventions to prevent both T2D and its multiple complications.","Project Purpose(s)
Disease Focused Research (type 2 diabetes mellitus)","Scientific Approaches
Our hypothesis will be addressed in two specific aims: Aim 1. To develop a classification model for predicting T2D based on genetic, clinical, and lifestyle risk factors. After identifying individuals with T2D as well as all relevant clinical and lifestyle risk factors and calculating the PRS for T2D and relevant risk factors, we will use a decision-tree-based ensemble algorithm for classification. We will then select the top features associated with the disease and use them to build a simplified prediction model. Aim 2. To develop classification models for predicting T2D complications based on genetic, clinical, and lifestyle risk factors. We will identify people with T2D microvascular (nephropathy, neuropathy, retinopathy) and macrovascular (coronary artery disease, cerebrovascular disease, peripheral artery disease) complications. Multiple PRS for risk factors of each complication, T2D PRS, and the targeted complication PRS will be integrated into the classification model.","Anticipated Findings
We anticipate that this study will improve risk prediction by taking account of the genetic risks of the underlying pathologies involved in the development of T2D and complications as well as the clinical and lifestyle risk factors. We except the classification models for T2D and complication to achieve high predictability in diverse populations. We expect to determine the key risk factors for T2D complications and use them to build simplified focused classification models that will help clinicians make person-centered screening and management decisions to prevent complications.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Aidan Cardall
- Undergraduate Student, Scripps Research
Collaborators:
Ahmed Khattab - Graduate Trainee, Scripps Research"
Shahjalal Chowdhury,African Americans experience higher rates of certain types of cancer and often have poorer outcomes compared to other racial and ethnic groups. The relationship between an overexpressed immune signature and cancer comorbidity in African Americans is not fully understood. Multiple…,"Scientific Questions Being Studied
African Americans experience higher rates of certain types of cancer and often have poorer outcomes compared to other racial and ethnic groups.
The relationship between an overexpressed immune signature and cancer comorbidity in African Americans is not fully understood. Multiple factors contribute to the disparities observed in cancer outcomes among different racial and ethnic groups, including socioeconomic factors, access to healthcare, cultural beliefs, and genetic variations.
The presence of multiple medical conditions in an individual includes chronic diseases such as diabetes, cardiovascular disease, or respiratory conditions, which may impact cancer treatment and overall health outcomes by making an overreactive immune system. An overreactive immune system leads to chronic inflammation followed by the development of certain cancer types and poor disease outcomes.
We will investigate the role of Over-Expressed Immune Signature in Co-morbidity in African Americans with Cancer","Project Purpose(s)
Disease Focused Research (cancer)","Scientific Approaches
We will analyze dataset containing immune signature and co-morbidity status of cancer patient  by R programming.","Anticipated Findings
We are hypothesizing that  overreactive immune system leads to chronic inflammation followed by the development of certain cancer types and poor disease outcomes.","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Registered Tier","Research Team
Owner:
Shahjalal Chowdhury
- Graduate Trainee, Tuskegee University"
