title,main_goal_and_aims,Questions,Purpose,Approaches,Findings,Categories,DataTier,Team
Generalized Linear Regression with Zero Inflated Functional Covariates,"We are trying to study how dietary intake, physical activity and continuous glucose affect BMI and the risk of type II diabetes has increased over the past 20 years and is projected to reach 21 percent in U.S. by 2050.…","Scientific Questions Being Studied
We are trying to study how dietary intake, physical activity and continuous glucose affect BMI and the risk of type II diabetes has increased over the past 20 years and is projected to reach 21 percent in U.S. by 2050. Over one third of U.S. adults are obese, and obesity are two kind of most comment health problem in modern society, especially in the U.S.
Previously, most of the studies on the risk of type II diabetes and obesity were based on cross sectional data. With the development of medical technology, there have been an increase in the use of wearable technology to collect biomedical data. We are interested in developing statistical methods that permit accurate assessment of wearable devise based measures and self reported data in type II diabetes and obesity research.","Project Purpose(s)
Methods Development","Scientific Approaches
We will develop methods for correcting for biased due to measurement error and missing data when using wearable device based measures of physical activity and self reported measures of dietary intake in type II diabetes and obesity studies.","Anticipated Findings
We assume that our method to deal with measurement error in functional covariates can help us improve the precision of prediction and better understand the effect of functional covariates to the BMI and risk of having type II diabetes of people. We will determined if our approach to bias reduction improves the accuracy of the assessments of how continuous glucose monitoring, physical activity and dietary intake influence the risk of type II diabetes and obesity.","Demographic Categories of Interest
Race / Ethnicity
Age
Sex at Birth
Gender Identity
Sexual Orientation
Geography
Disability Status
Access to Care
Education Level
Income Level","Data Set Used
Controlled Tier","Research Team
Owner:
Heyang Ji
- Graduate Trainee, Indiana University"
Registered Tier Functional Zero Inflated Covariates Regression Model,"We are trying to study how dietary intake, physical activity and continuous glucose affect BMI and the risk of type II diabetes has increased over the past 20 years and is projected to reach 21 percent in U.S. by 2050.…","Scientific Questions Being Studied
We are trying to study how dietary intake, physical activity and continuous glucose affect BMI and the risk of type II diabetes has increased over the past 20 years and is projected to reach 21 percent in U.S. by 2050. Over one third of U.S. adults are obese, and obesity are two kind of most comment health problem in modern society, especially in the U.S.
Previously, most of the studies on the risk of type II diabetes and obesity were based on cross sectional data. With the development of medical technology, there have been an increase in the use of wearable technology to collect biomedical data. We are interested in developing statistical methods that permit accurate assessment of wearable devise based measures and self reported data in type II diabetes and obesity research.","Project Purpose(s)
Methods Development","Scientific Approaches
We will develop methods for correcting for biased due to measurement error and missing data when using wearable device based measures of physical activity and self reported measures of dietary intake in type II diabetes and obesity studies.","Anticipated Findings
We assume that our method to deal with measurement error in functional covariates can help us improve the precision of prediction and better understand the effect of functional covariates to the BMI and risk of having type II diabetes of people. We will determined if our approach to bias reduction improves the accuracy of the assessments of how continuous glucose monitoring, physical activity and dietary intake influence the risk of type II diabetes and obesity.","Demographic Categories of Interest
Sex at Birth
Gender Identity
Sexual Orientation
Geography
Access to Care","Data Set Used
Registered Tier","Research Team
Owner:
Heyang Ji
- Graduate Trainee, Indiana University"
Diabetes ALHIV,"¿What is the overall effect of therapeutic, laboratory, and socio-demographic variables on the prevalence and trajectory of type 2 diabetes mellitus in adults living with HIV?","Scientific Questions Being Studied
¿What is the overall effect of therapeutic, laboratory, and socio-demographic variables on the prevalence and trajectory of type 2 diabetes mellitus in adults living with HIV?","Project Purpose(s)
Population Health
Educational","Scientific Approaches
secondary data analysis using the All of us Dataset. focusing on tye 2 diabetes mellitus laboratory findings, as well as HIV, and demographic data.","Anticipated Findings
The hypothesis is that there is an effect modification on the prevalence and trajectory of diabetes among people living with HIV and socio-demographic (e.g., age, gender, race, ethnicity, sexual orientation, employment/insurance status, substance use, time since HIV diagnosis) variables.","Demographic Categories of Interest
Race / Ethnicity
Age
Sex at Birth
Gender Identity
Sexual Orientation
Access to Care
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Lorna Jenkins
- Graduate Trainee, University of South Florida"
Hispanics Health and Life Comparissons,"Understand and address health disparities between Hispanics living in Puerto Rico and those living on the mainland USA, explicitly examining the differences in chronic conditions like diabetes, cardiovascular disease, and cancer. Additionally, how sociodemographic factors, such as employment, income, and…","Scientific Questions Being Studied
Understand and address health disparities between Hispanics living in Puerto Rico and those living on the mainland USA, explicitly examining the differences in chronic conditions like diabetes, cardiovascular disease, and cancer. Additionally, how sociodemographic factors, such as employment, income, and education, influence mental health, quality of life, and overall health. This is essential for crafting targeted interventions and policies to enhance the health outcomes of Hispanics. Socioeconomic disparities contribute to unequal healthcare access, variations in health behaviors and healthcare outcomes. Investigating these relationships yields evidence-based insights to inform public health strategies, and health policy development to mitigate health disparities.
These insights can guide future research, healthcare initiatives, and interventions, and enhance the health and well-being of Puerto Ricans and other Hispanic populations across the United States.","Project Purpose(s)
Population Health
Social / Behavioral
Educational","Scientific Approaches
We will employ a comparative observational study design to investigate sociodemographic and health status disparities between Hispanics living in Puerto Rico and those in the mainland USA. Allowing for a comprehensive examination and contrast of sociodemographic and health characteristics. Our sample comprises individuals who generously provided data for the All of Us Research Project. Data for our analysis will be sourced from electronic health records (EHR) and survey responses, with the EHR offering diagnostics and the survey data providing sociodemographic insights.","Anticipated Findings
Anticipated findings from this study may reveal significant disparities in healthcare utilization and health outcomes between Hispanics living in Puerto Rico and those in the mainland USA, shedding light on the sociodemographic and other factors contributing to these differences.","Demographic Categories of Interest
Race / Ethnicity
Age","Data Set Used
Registered Tier","Research Team
Owner:
Francisco Munoz
- Early Career Tenure-track Researcher, University of Puerto Rico Comprehensive Cancer Centre"
Metformin and Glaucoma,"There remain limited treatment options for glaucoma outside lowering intraocular pressure, which is not effective in all patients. Metformin, an antihyperglycemic drug used for the management of diabetes, is being increasingly explored for its neuroprotective effects in the eye. We…","Scientific Questions Being Studied
There remain limited treatment options for glaucoma outside lowering intraocular pressure, which is not effective in all patients. Metformin, an antihyperglycemic drug used for the management of diabetes, is being increasingly explored for its neuroprotective effects in the eye. We would like to investigate the relationship between metformin use and primary open-angle glaucoma incidence and progression using All of Us Data, given the limited studies focusing on this topic.","Project Purpose(s)
Drug Development","Scientific Approaches
We will build a cohort of patients with diabetes aged 40 and older, with no prior glaucoma diagnosis at baseline to assess glaucoma incidence. We will build a cohort of patients with diabetes aged 40 and older with an existing diagnosis of glaucoma to assess glaucoma progression. Then we will develop concept sets and extract data on outcomes (i.e. diagnosis of glaucoma, glaucoma progression represented by need for glaucoma surgery), as well as predictors including clinical data and social data. Analyses will be performed in R notebooks within the All of Us Workbench environment.","Anticipated Findings
We anticipate that metformin use will be associated with a reduced risk of developing primary open-angle glaucoma and reduced risk of progression to glaucoma surgery.","Demographic Categories of Interest
Race / Ethnicity
Age
Geography
Disability Status
Access to Care
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Varsha Varkhedi
- Undergraduate Student, University of California, San Diego
Jo-Hsuan Wu
- Research Fellow, University of California, San Diego
Sophia Sidhu
- Graduate Trainee, University of California, San Diego
Sally Baxter
- Research Fellow, University of California, San Diego
Bharanidharan Radha Saseendrakumar
- Project Personnel, University of California, San Diego
Collaborators:
Kaela Acuff - Graduate Trainee, University of California, San Diego
Alison Chan - Graduate Trainee, University of California, San Diego"
Metformin and Glaucoma v7,"There remain limited treatment options for glaucoma outside lowering intraocular pressure, which is not effective in all patients. Metformin, an antihyperglycemic drug used for the management of diabetes, is being increasingly explored for its neuroprotective effects in the eye. We…","Scientific Questions Being Studied
There remain limited treatment options for glaucoma outside lowering intraocular pressure, which is not effective in all patients. Metformin, an antihyperglycemic drug used for the management of diabetes, is being increasingly explored for its neuroprotective effects in the eye. We would like to investigate the relationship between metformin use and primary open-angle glaucoma incidence and progression using All of Us Data, given the limited studies focusing on this topic.","Project Purpose(s)
Drug Development","Scientific Approaches
We will build a cohort of patients with diabetes aged 40 and older, with no prior glaucoma diagnosis at baseline to assess glaucoma incidence. We will build a cohort of patients with diabetes aged 40 and older with an existing diagnosis of glaucoma to assess glaucoma progression. Then we will develop concept sets and extract data on outcomes (i.e. diagnosis of glaucoma, glaucoma progression represented by need for glaucoma surgery), as well as predictors including clinical data and social data. Analyses will be performed in R notebooks within the All of Us Workbench environment.","Anticipated Findings
We anticipate that metformin use will be associated with a reduced risk of developing primary open-angle glaucoma and reduced risk of progression to glaucoma surgery.","Demographic Categories of Interest
Race / Ethnicity
Age
Geography
Disability Status
Access to Care
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Varsha Varkhedi
- Undergraduate Student, University of California, San Diego
Jo-Hsuan Wu
- Research Fellow, University of California, San Diego
Sophia Sidhu
- Graduate Trainee, University of California, San Diego
Sally Baxter
- Research Fellow, University of California, San Diego
Bharanidharan Radha Saseendrakumar
- Project Personnel, University of California, San Diego
Collaborators:
Niloofar Radgoudarzi - Graduate Trainee, University of California, San Diego
Kaela Acuff - Graduate Trainee, University of California, San Diego
Alison Chan - Graduate Trainee, University of California, San Diego"
Diabetes,We aim to study the relationship between Diabetes and genomic mutations. Specifically the DNMT3A mutation.,"Scientific Questions Being Studied
We aim to study the relationship between Diabetes and genomic mutations. Specifically the DNMT3A mutation.","Project Purpose(s)
Disease Focused Research (Diabetes)
Ancestry","Scientific Approaches
We will explore the correlation between Diabetes and DNMT3A mutation, considering age as a contributor.","Anticipated Findings
This is an unexplored study area, and the findings may have significant health implications regarding Diabetes.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Bowen Yan
- Research Fellow, University of Florida"
Duplicate of Duplicate of Extending Polygenic Risk Scores for Unique Phenotypes,"Complex diseases such as cardiovascular disease and Type II diabetes represent a substantial public health burden. Identifying genetic predictors and determinants of complex disease risk may allow for the early identification of, and intervention for, individuals at risk of disease…","Scientific Questions Being Studied
Complex diseases such as cardiovascular disease and Type II diabetes represent a substantial public health burden. Identifying genetic predictors and determinants of complex disease risk may allow for the early identification of, and intervention for, individuals at risk of disease and potentially uncover novel mechanisms of disease progression. Furthermore, by interrogating the genetic architecture of intermediate phenotypes (e.g. body composition, blood pressure, cholesterol, and molecular phenotypes) we may identify novel predictors and risk factors for disease. Thus, the purpose of this workspace is  to develop internal methods for examining the association between polygenic risk scores of unique intermediate phenotypes derived in diverse  population based cohorts, and overt cardiometabolic disease within All of Us.","Project Purpose(s)
Disease Focused Research (Cardiometabolic diseases)
Ancestry","Scientific Approaches
We will leverage whole genome sequencing data from multiple, diverse, population based cohorts to derive polygenic risk scores for a variety of novel phenotypes using multiple methods such as: clumping/pruning and thresholding (PRSice), LDpred2, and PRS-CS. Validated scores will then be constructed for each All of Us participant and the association between polygenic risk and cardiometabolic diseases will be examined.","Anticipated Findings
The current workbench serves as a first step toward identifying novel pathways linking intermediate phenotypes available in our diverse population based cohorts to cardiometabolic disease risk in All of Us. Furthermore, there is considerable interest in developing and validating polygenic risk scores in diverse populations to shrink gaps in clinical care across ethnic and socioeconomic groups. We aim to work toward precision medicine that is applicable to all populations.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Prashant Rao
- Research Fellow, Beth Israel Deaconess Medical Center"
MENA health disparities,"Arab-Americans experience similar barriers in healthcare access as other ethnic minorities in the US, and tend to have worse health outcomes than caucasian patients. Moreover, Arab-Americans tend to experience a higher burden of chronic diseases, such as diabetes and cardiovascular…","Scientific Questions Being Studied
Arab-Americans experience similar barriers in healthcare access as other ethnic minorities in the US, and tend to have worse health outcomes than caucasian patients. Moreover, Arab-Americans tend to experience a higher burden of chronic diseases, such as diabetes and cardiovascular disease. However, unlike other minorities, Arab-Americans are classified as ""White"" on US census data as well as in most nationally representative health databases.
Given the unique challenges faced by Arab-Americans, this misguided data aggregation represents a costly missed opportunity to elucidate insights about the health status of Arab-Americans.
We intend to study the prevalence and burden of chronic diseases amongst Middle Eastern and North African identifying individuals, and contrast that with non-hispanic caucasian individuals, in order to elucidate differences in health status and ultimately demonstrate the importance of deaggregating MENA demographics data within healthcare system and databases.","Project Purpose(s)
Population Health","Scientific Approaches
we will use epidemiological tools to assess whether there is a meaningful difference between MENA-Americans and non-hispanic white individuals in terms of baseline health status, burden of disease, access to healthcare, and health outcomes.
We will perform a retrospective cohort study, and run appropriate statistical analyses while controlling for potential confounding variables.","Anticipated Findings
We except to find a higher burden of disease amongst MENA-identifying individuals compare to non-hispanic white individuals, worse access to healthcare, and worse health outcomes. There is plenty of evidence within the MENA community about these disparities, yet the lack of a ""MENA"" demographic category has prevented these disparities from being validated through large, nationally representative databases. The ""All of Us"" database provides a unique opportunity for the MENA-identifying community to validate the challenges and struggles they have experienced for decades. This visibility and proper representation will be impactful in advocating healthcare systems and large public health databases to include a MENA demographic category, and will help the MENA-identifying community to advocate for and receive federal and local funding as well as appropriate public health interventions.","Demographic Categories of Interest
Race / Ethnicity
Age","Data Set Used
Controlled Tier","Research Team
Owner:
charbel Bou-Khalil
- Graduate Trainee, Stanford University"
Duplicate of MENA health disparities,"Arab-Americans experience similar barriers in healthcare access as other ethnic minorities in the US, and tend to have worse health outcomes than caucasian patients. Moreover, Arab-Americans tend to experience a higher burden of chronic diseases, such as diabetes and cardiovascular…","Scientific Questions Being Studied
Arab-Americans experience similar barriers in healthcare access as other ethnic minorities in the US, and tend to have worse health outcomes than caucasian patients. Moreover, Arab-Americans tend to experience a higher burden of chronic diseases, such as diabetes and cardiovascular disease. However, unlike other minorities, Arab-Americans are classified as ""White"" on US census data as well as in most nationally representative health databases.
Given the unique challenges faced by Arab-Americans, this misguided data aggregation represents a costly missed opportunity to elucidate insights about the health status of Arab-Americans.
We intend to study the prevalence and burden of chronic diseases amongst Middle Eastern and North African identifying individuals, and contrast that with non-hispanic caucasian individuals, in order to elucidate differences in health status and ultimately demonstrate the importance of deaggregating MENA demographics data within healthcare system and databases.","Project Purpose(s)
Population Health","Scientific Approaches
we will use epidemiological tools to assess whether there is a meaningful difference between MENA-Americans and non-hispanic white individuals in terms of baseline health status, burden of disease, access to healthcare, and health outcomes.
We will perform a retrospective cohort study, and run appropriate statistical analyses while controlling for potential confounding variables.","Anticipated Findings
We except to find a higher burden of disease amongst MENA-identifying individuals compare to non-hispanic white individuals, worse access to healthcare, and worse health outcomes. There is plenty of evidence within the MENA community about these disparities, yet the lack of a ""MENA"" demographic category has prevented these disparities from being validated through large, nationally representative databases. The ""All of Us"" database provides a unique opportunity for the MENA-identifying community to validate the challenges and struggles they have experienced for decades. This visibility and proper representation will be impactful in advocating healthcare systems and large public health databases to include a MENA demographic category, and will help the MENA-identifying community to advocate for and receive federal and local funding as well as appropriate public health interventions.","Demographic Categories of Interest
Race / Ethnicity
Age","Data Set Used
Registered Tier","Research Team
Owner:
charbel Bou-Khalil
- Graduate Trainee, Stanford University"
