title,main_goal_and_aims,Questions,Purpose,Approaches,Findings,Categories,DataTier,Team
Alzheimer's Disease,"Females are two-thirds as likely to develop Alzheimer's disease compared to males. Also, females also tend to have earlier onset and more severe symptoms. Whether that prevalence results from increased longevity or genetic differences remains to be understood. We want…","Scientific Questions Being Studied
Females are two-thirds as likely to develop Alzheimer's disease compared to males. Also, females also tend to have earlier onset and more severe symptoms. Whether that prevalence results from increased longevity or genetic differences remains to be understood. We want to perform association analysis for Alzheimer's disease-related phenotypes in a diverse population to explore genetic architecture using All of Us research dataset, with a particular focus on the previously-overlooked sex-specific effects. We seek to understand the reason behind these sex biases in Alzheimer's disease to improve health care and resolve health disparities.
We will consider the following questions:
1) Which variants are associated with Alzheimer’s disease?
2) Which variants have different effects on Alzheimer’s disease between sexes?
3) We will narrow down the list of causal variants using state-of-the-art methods.
We will publish our results as a scientific paper, and release GWAS summary statistics","Project Purpose(s)
Disease Focused Research (Alzheimer's disease)","Scientific Approaches
We plan to use marginal regression models such as logistic mixed regression for a binary outcome (in REGENIE) on All of Us genetics data. Phenotypes of interest are late-onset Alzheimer’s disease & other types of Alzheimer’s disease. We plan to define our phenotype based on known ICD-9 (331.0) & ICD-10 codes (G30).
1) Phenotype definition: We will try to retrieve both genetics data & phenotype data based on our established pipelines (in Liu et al) and uniformly process the data.
2) GWAS analysis: We will perform GWAS analysis for each sub-trait of interest and combine the results to perform meta-analysis. We will adjust sex, age, and 10 principal components as covariates in association analysis.
3) Sex-stratified effects and the X-chromosome: We will investigate the role of X chromosome in AD, generate sex stratified results, & perform downstream analysis such as variant annotation, among others.
We plan to use R, Python, Plink, REGENIE, and other commonly used tools.","Anticipated Findings
For this analysis, we would expect to see novel variants/genes associated with Alzheimer's phenotypes, especially those with effects showing sex differences. We expect to find: 1) potential variants or genes associated with Alzheimer's disease. 2) genetic factors' contribution to Alzheimer's disease in a sex-specific manner. 3) more accurate genetic effect estimation when we conduct sex-stratified analysis. 4) A detailed pipeline for performing similar analyses will be available to researchers within the Researcher Workbench for All of Us to enhance reproducibility. Our developed methods will benefit future research of a similar kind.","Demographic Categories of Interest
Race / Ethnicity
Age
Sex at Birth
Education Level","Data Set Used
Controlled Tier","Research Team
Owner:
Jeniece Regan
- Graduate Trainee, Pennsylvania State University, College of Medicine
Avantika Diwadkar
- Graduate Trainee, Pennsylvania State University, College of Medicine"
Modeling dementia using digital patterns from wearable devices,An antemortem diagnosis of Alzheimer’s Disease (AD) requires costly techniques like positron emission tomography (PET) or invasive methods like measurements in cerebrospinal fluid (CSF). Other types of dementia like Frontotemporal Dementia (FTD) or Lewy Body Dementia (LBD) currently have no…,"Scientific Questions Being Studied
An antemortem diagnosis of Alzheimer’s Disease (AD) requires costly techniques like positron emission tomography (PET) or invasive methods like measurements in cerebrospinal fluid (CSF). Other types of dementia like Frontotemporal Dementia (FTD) or Lewy Body Dementia (LBD) currently have no identified biomarkers comparable to the PET and CSF measures in AD.
Wearable devices have the potential to serve as inexpensive and non-invasive ways to predict dementia type.  Passive collection is also well-suited for elderly individuals, as it avoids relying on subjective recollection and does not interfere with their day-to-day activities.
We will evaluate the ability of machine learning models using wearable devices to predict the type of dementia. We are already conducting longitudinal study on patients with mild cognitive impairment and will use the All of Us cohort to develop and test our predictions algorithms to apply them to our longitudinal cohort.","Project Purpose(s)
Disease Focused Research (dementia)
Methods Development","Scientific Approaches
We will define a cohort based on diagnosis codes and age range (higher than 55). We will then develop a pipeline to generate predictive computational models. Our pipeline includes:
1. Use developed tools to calibrate raw accelerometer data from these sources.
2. Map the raw data to derived traits of physical activity and sleep, matching the fitness tracker data measured on the prospective cohort.
3. Account for differences between the prospective study fitness trackers’ digital features and the accelerometer-derived features by having controls wear the two devices concomitantly and generating mapping functions to account for device differences.
4. Generate machine learning models on large datasets and use a transfer-learning methodology to transfer the learned models to the prospective cohort. These machine learning models will be stratified based on sex and comorbidities (e.g., heart problems).","Anticipated Findings
Our primary outcome is to generate a computational model that will accurately classify types of dementia based on wearable devices. These models will be applied to our prospective cohort to enable early detection of dementia type and prediction of risk for cognitive decline as early as the stage of mild cognitive impairment or even earlier.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Assaf Gottlieb
- Early Career Tenure-track Researcher, University of Texas Health Science Center, Houston"
Alzheimer's Dataset,The goal of this research project is to determine the number of Alzheimer cases by race/ethnicity who also have sequence data available. This data will be used as validation cohort for a grant application.,"Scientific Questions Being Studied
The goal of this research project is to determine the number of Alzheimer cases by race/ethnicity who also have sequence data available.  This data will be used as validation cohort for a grant application.","Project Purpose(s)
Disease Focused Research (Alzheimer's disease)","Scientific Approaches
Descriptive analyses will be performed to determine the number of available cases.","Anticipated Findings
The anticipated findings will counts of the number of available cases.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Kristina Allen-Brady
- Mid-career Tenured Researcher, University of Utah"
Duplicate of ALDH2,"Alcohol consumption is a risk factor for many chronic diseases, including some cancers, type 2 diabetes, and Alzheimer’s disease. Individuals with a specific variant of the aldehyde dehydrogenase 2 gene (ALDH2*2) are at higher risk of many of these diseases.…","Scientific Questions Being Studied
Alcohol consumption is a risk factor for many chronic diseases, including some cancers, type 2 diabetes, and Alzheimer’s disease. Individuals with a specific variant of the aldehyde dehydrogenase 2 gene (ALDH2*2) are at higher risk of many of these diseases. Given that ALDH2*2 is the most common single genetic variation in humans and that more than half of all American adults drink alcohol, an opportunity is present for targeted chronic disease risk reduction in a large number of Americans. However, in order to design effective public health strategies, such as targeted intervention programs, a better understanding of current alcohol consumption behaviors and associated factors, overall and stratified by ALDH2 genotype, is needed. This study aims to characterize the alcohol consumption behaviors among participants in the All of Us Research Program and examine factors that may be related to the behaviors, overall and by ALDH2 genotype.","Project Purpose(s)
Population Health
Social / Behavioral
Ancestry","Scientific Approaches
We will analyze data from the All of Us Research Program database regarding alcohol consumption behaviors, ALDH2 genotype (rs671), demographics, personal and family health history, socioeconomic factors, lifestyle factors, and social determinants of health. All participants with informative data for rs671 will be included in the study. These data sets will be from surveys, physical measurements, and the genomic data set. Statistical analyses will be done using R or python. We will examine relationships between these factors and alcohol consumption using Fisher’s exact test (categorical variables) and the Kruskal-Wallis test (continuous variables), overall and stratified by ALDH2 genotype and potentially other factors, for example, demographics.","Anticipated Findings
We hypothesize that alcohol consumption behaviors will be associated with factors including demographics, personal and family health history, socioeconomic factors,  lifestyle factors, and social determinants of health, with ALDH2 genotype and potentially other factors. While a limited number of U.S. studies among university students have shown that ALDH2*2 homozygotes tend to avoid alcohol, many ALDH2 heterozygotes do consume alcohol, albeit at lower levels. There have been no studies examining alcohol consumption behaviors by ALDH2 genotype conducted outside the university setting in the U.S. The All of Us Research Program presents a valuable source of data from study participants across the U.S. which would enable the study of alcohol consumption behaviors in the context of genomics.","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Controlled Tier","Research Team
Owner:
Manxi Yang
- Graduate Trainee, University of California, Irvine
Danielle Forman
- Other, University of California, Irvine
Collaborators:
Jacqueline Kim - Other, University of California, Irvine
Hester Nguyen - Undergraduate Student, University of California, Irvine"
Mosaicism and Atrial Fibrillation,"Mosaicism of chromosomes is a common condition that becomes more prevalent with advancing age. While this age-related phenomenon has been known for many years, awareness of the potential role of mosaicism in human diseases, including Alzheimer’s disease, cancers, and cardiovascular…","Scientific Questions Being Studied
Mosaicism of chromosomes is a common condition that becomes more prevalent with advancing age. While this age-related phenomenon has been known for many years, awareness of the potential role of mosaicism in human diseases, including Alzheimer’s disease, cancers, and cardiovascular disease, is a more recent development. Recent studies have also demonstrated that mosaicism in hematopoietic cells can elicit an inflammatory response. Based on prior studies, cardiac (atrial) inflammation, and fibrosis can result in disruption of normal atrial conduction and is a powerful predictor of risk for the development and progression of atrial fibrillation. In the current study, we aim to better understand the association of mosaicism with the development and progression of AF.","Project Purpose(s)
Disease Focused Research (atrial fibrillation)","Scientific Approaches
We will identify adult subjects with AF in the All of Us Controlled Tier dataset who have undergone genotyping, whole genome sequencing, or whole exome sequencing. We will perform basic statistical testing to examine demographics associated with the presence or absence of mosaicism. Based on these demographics, we will use multivariable regression statistical analyses to assess risk predictors for atrial fibrillation's development and progression.","Anticipated Findings
We anticipate mosaicism's prevalence in individuals may predict the development and progression of AF. Exploring the pathophysiological mechanisms underlying AF incidence and progression may reveal new targets for preventing and treating AF. The findings may have significant implications for clinical practice and inform future research directions.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Jeremy Ruskin
- Late Career Tenured Researcher, Mass General Brigham
Ghazal Sanadgol
- Research Fellow, Mass General Brigham
acile nahlawi
- Research Fellow, Mass General Brigham"
updated association between Alzheimer's and infection,"There is ample evidence to suggest that some link may exist between chronic inflammation of the brain and development of Alzheimer's disease later in life. A potential trigger for such inflammation is an infectious pathogen, and understanding the potential links…","Scientific Questions Being Studied
There is ample evidence to suggest that some link may exist between chronic inflammation of the brain and development of Alzheimer's disease later in life.  A potential trigger for such inflammation is an infectious pathogen, and understanding the potential links between infection and Alzheimer's will enable prevention of disease before symptoms even begin and a better understanding of how to treat the disease once it has already developed. My dataset explores the relative risk of developing Alzheimer's disease in individuals that have experienced a viral infection compared to those who have not.","Project Purpose(s)
Disease Focused Research (Alzheimer's Disease)
Population Health
Educational","Scientific Approaches
This is preliminary exploration of the data, not an exhaustive study, so I will make some basic plots of the dataset I generate as I start planning a broader study.","Anticipated Findings
We expect to see that individuals that have experienced an infection of the brain or nervous system are more likely to develop AD than those who have not. This would shed greater light on how AD develops in the first place and how we could prevent it or lessen its impact using existing treatments or vaccinations for pathogens that may be linked to AD.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Lydia Howell
- Graduate Trainee, Brigham Young University"
Alzheimer's Disease Polygenic Risk Score version 7,Alzheimer's disease is a common neurodegenerative disorder that is caused by a combination of genetic and environmental factors. Genetic predisposition variants identified in one population often are not associated with disease risk in another population. We specifically aim to improve…,"Scientific Questions Being Studied
Alzheimer's disease is a common neurodegenerative disorder that is caused by a combination of genetic and environmental factors. Genetic predisposition variants identified in one population often are not associated with disease risk in another population. We specifically aim to improve polygenic risk scores and disease stratification in diverse populations to improve Alzheimer's disease risk assessments for all populations. Unbiased polygenic risk scores that are applicable to all populations will improve healthcare outcomes for all individuals regardless of their genetic ancestry.","Project Purpose(s)
Disease Focused Research (Alzheimer's disease and related dementias)
Population Health
Social / Behavioral
Methods Development
Control Set
Ancestry
Ethical, Legal, and Social Implications (ELSI)","Scientific Approaches
We developed the Polygenic Risk Score Knowledgebase, which enables us to calculate polygenic risk scores based on all genome-wide association studies present in the GWAS Catalog. Importantly, we are then able to contextualize those scores to diverse populations to calculate risk percentiles. We hope to improve Alzheimer's disease polygenic risk scores across all populations by combining GWAS summary statistics and environmental factors that likely contribute to disease risk. We will also use available data through Alzheimer's Disease Research Centers including the University of Kentucky Alzheimer's Disease Research Center.","Anticipated Findings
We anticipate improve polygenic risk score calculations for Alzheimer's disease to make the scores less biased and contextualized for different populations. We anticipate that these scores will improv risk stratification for high risk individuals of all populations and enhance clinical trial screenings to better identify control populations from all backgrounds who have lower genetic risk for Alzheimer's disease. Improved clinical trial screenings will lead to better therapeutic development and could help develop a more generalized cure for Alzheimer's disease that can help all populations.","Demographic Categories of Interest
Race / Ethnicity
Age
Gender Identity
Sexual Orientation
Geography
Disability Status
Access to Care
Education Level
Income Level","Data Set Used
Controlled Tier","Research Team
Owner:
Justin Miller
- Early Career Tenure-track Researcher, University of Kentucky"
Alzheimer's Disease resilience_TierDatasetV7,We aim to identify a subgroup of healthy individuals with a high risk of developing Alzheimer’s Disease (AD) based on high-throughput genetics data. This subgroup of AD-resilient individuals will be further studied with the final goal of detecting other genetic…,"Scientific Questions Being Studied
We aim to identify a subgroup of healthy individuals with a high risk of developing Alzheimer’s Disease (AD) based on high-throughput genetics data. This subgroup of AD-resilient individuals will be further studied with the final goal of detecting other genetic factors or environmental/social variables associated with resilience.","Project Purpose(s)
Disease Focused Research (Alzheimer's Disease)
Population Health
Social / Behavioral
Ancestry","Scientific Approaches
We will first select a cohort with high-throughput Single Nucleotide Polymorphisms (SNPs) data; then, we will exclude individuals with AD diagnosis and any other type of dementia using ICD-codes (total: 29 codes) and four medications (Galantamine, Rivastigmine, Memantine, and Donepezil). Individuals included in the study cohort will be from both sexes, any ethnicity, and at least 60 years old. The first group will be selected based on the APO E4/E4 genotype, which increases the risk by approximately eight to twelvefold. The second group will be selected among the individuals with a higher AD polygenic risk scores (PRS) computed from Genome-Wide Association Studies (GWAS). All the group samples will be stratified by ethnicity due to the different genetic risks of APOE and AD-associated SNPs used for the PRS.","Anticipated Findings
We aim to find variables associated with AD resilience. The non-genetic protective factors will be used to increase the knowledge of modifiable risk factors and focus on improving lifestyle conditions aiming to reduce AD risk. The genetic factor will be used to develop genetic testing for screening for early detection of individuals at high AD risk to plan proper early pharmacological treatment and non-drug interventions (e.g., memory training and physical exercise programs).","Demographic Categories of Interest
Others","Data Set Used
Controlled Tier","Research Team
Owner:
Marcus Naymik
- Mid-career Tenured Researcher, Translational Genomics Research Institute
Matt Huentelman
- Late Career Tenured Researcher, Translational Genomics Research Institute
Ignazio Piras
- Early Career Tenure-track Researcher, Translational Genomics Research Institute
Donald Saner
- Project Personnel, Banner Health"
AD.04142023,The genetic etiology of Alzheimer’s disease (AD) is poorly understood. Somatic mutations in the brains with AD and other neurological disorders have been established as a potential mechanism for their pathophysiology. Somatic transposable elements (TEs) are prevalent in individual neurons…,"Scientific Questions Being Studied
The genetic etiology of Alzheimer’s disease (AD) is poorly understood. Somatic mutations in the brains with AD and other neurological disorders have been established as a potential mechanism for their pathophysiology. Somatic transposable elements (TEs) are prevalent in individual neurons in the human brain's cerebral cortex, a region long associated with AD progression. Recent work has shown a connection between AD-associated Tau protein-mediated mechanisms with TE activity and somatic mutations. Unfortunately, few studies have investigated TE's role and genomic impact in AD and related dementias in the survey of large-scale cohorts. In this proposal, we aim to employ a genome-wide scan to explore the functional impact of TE in AD and related dementias by leveraging the genomic and phenotypic data in All of Us dataset.","Project Purpose(s)
Disease Focused Research (Alzheimer's disease)
Methods Development
Ancestry","Scientific Approaches
We will establish genetic patterns of somatic TEs that would reveal the potential pathogenesis of AD. We will build a predictive model based on TE expression profiles in different regions of AD brains and clinical information that could help routine research and clinical practice.","Anticipated Findings
This project will build on the foundation for future collaborations and funding proposals and would likely expand the molecular mechanisms underlying the pathogenesis of AD and related dementias.","Demographic Categories of Interest
Race / Ethnicity
Age
Gender Identity
Sexual Orientation
Disability Status
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Weichen Zhou
- Early Career Tenure-track Researcher, University of Michigan"
Genetic predictors of AD/ADRDs Across Diverse Populations,"We are exploring the data to evaluate feasibility for use in a larger project related to modifiable determinants of Alzheimer's Disease and Alzheimer's Related Disorders. Our goal is to evaluate specific modifiable factors (alcohol use, depression treatment, sensory impairments, and…","Scientific Questions Being Studied
We are exploring the data to evaluate feasibility for use in a larger project related to modifiable determinants of Alzheimer's Disease and Alzheimer's Related Disorders.  Our goal is to evaluate specific modifiable factors (alcohol use, depression treatment, sensory impairments, and social isolation) using several complementary analytic methods.  One aspect of this project is to evaluate whether early dementia symptoms influence each of these behaviors, so we need to develop strong genetic risk scores for dementia that work well across diverse samples. Because we are specifically interested in differential effects across communities, All of Us is especially useful.","Project Purpose(s)
Disease Focused Research (Alzheimer's Disease, Vascular Dementia, and Related Conditions)
Population Health
Methods Development
Ancestry","Scientific Approaches
We will use treat all of us as a cohort and evaluate incidence of dementia and related conditions. This will allow us to estimate Mendelian Randomization study designs, including reverse Mendelian Randomization.","Anticipated Findings
Anticipated findings of the larger project relate to whether changes in alcohol use, depression treatment, treatment of vision and hearing impairments, and social isolation are likely to delay or prevent memory and cognitive losses in older adults due to Alzheimer's Disease or related conditions.","Demographic Categories of Interest
Race / Ethnicity
Age
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
M. Maria Glymour
- Mid-career Tenured Researcher, University of California, San Francisco"
