title,main_goal_and_aims,Questions,Purpose,Approaches,Findings,Categories,DataTier,Team
Obesity and Cardiovascular Disease,"Obesity and cardiovascular diseases are interrelated systems that lead to multiple other health-related problems in humans across every population, regardless of age, sex, and race. This study aims to determine the factors that play into the college student population's lifestyle…","Scientific Questions Being Studied
Obesity and cardiovascular diseases are interrelated systems that lead to multiple other health-related problems in humans across every population, regardless of age, sex, and race. This study aims to determine the factors that play into the college student population's lifestyle and dietary choices and how they lead to the risk of obesity and the deterioration in cardiovascular health.","Project Purpose(s)
Educational","Scientific Approaches
This study aims to study the college student population, namely those who fall in the age group of 18-26, to learn their lifestyle and nutritional habits to analyze the possible risk of obesity and onset of cardiovascular disease. By studying their lifestyle and nutrition, we aim to come up with multiple potential solutions to improve the student's health, thereby improving their standard of living and possibly granting them a higher chance of longevity. We would be focusing on the nutrition and PTC gene to see how the dietary choices influence the student's risk of obesity and the related risk of cardiovascular disease.","Anticipated Findings
The anticipated findings from the study would be a better understanding of the student population's nutritional choices and how they affect their short and long-term life.","Demographic Categories of Interest
Race / Ethnicity
Age
Geography
Disability Status
Access to Care
Education Level","Data Set Used
Controlled Tier","Research Team
Owner:
Vishnu Sreenivas
- Undergraduate Student, Arizona State University
Susan Holechek
- Project Personnel, Arizona State University
Heather Cross
- Undergraduate Student, Arizona State University
Collaborators:
Gerardo Rodriguez - Undergraduate Student, Arizona State University"
PRS 2024,We intend to study the genomics of cardiovascular disease and the relationship to clinical and sociodemographic variables.,"Scientific Questions Being Studied
We intend to study the genomics of cardiovascular disease and the relationship to clinical and sociodemographic variables.","Project Purpose(s)
Disease Focused Research (Cardiovascular disease)
Population Health
Ancestry","Scientific Approaches
We will utilize multimodal data from All of Us, including whole-sequencing data, EHR data, and survey data.","Anticipated Findings
We anticipate better characterization of the genomics of cardiovascular disease, thus enabling further therapeutic development in the field.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Lekha Pandya
- Research Fellow, Washington University in St. Louis"
Comorbidities associated with White Blood Cell Disorders,"Single-center studies have shown a variety of white blood cell disorders to be significantly associated with autoimmune illness, cardiovascular comorbidities, and T-cell-mediated dermatologic diseases, but these findings remain to be validated in a nationwide cohort of American patients. We would…","Scientific Questions Being Studied
Single-center studies have shown a variety of white blood cell disorders to be significantly associated with autoimmune illness, cardiovascular comorbidities, and T-cell-mediated dermatologic diseases, but these findings remain to be validated in a nationwide cohort of American patients. We would like to evaluate comorbidities associated with white blood cell disorders using the All of Us database.","Project Purpose(s)
Disease Focused Research (White Blood Cell Disorders )","Scientific Approaches
We would like to identify  patients with a variety of white blood cell disorders and collect demographic information and comorbidity data with calculated odds ratios (ORs).","Anticipated Findings
We would like to determine whether or not there is an increased odds of having comorbid T-cell-mediated skin diseases if previously diagnosed a white blood cell disorder.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Hanna  Terhaar
- Graduate Trainee, University of Alabama at Birmingham"
Comorbidities associated with White Blood Cell Disorders,"Single-center studies have shown a variety of white blood cell disorders to be significantly associated with autoimmune illness, cardiovascular comorbidities, and T-cell-mediated dermatologic diseases, but these findings remain to be validated in a nationwide cohort of American patients. We would…","Scientific Questions Being Studied
Single-center studies have shown a variety of white blood cell disorders to be significantly associated with autoimmune illness, cardiovascular comorbidities, and T-cell-mediated dermatologic diseases, but these findings remain to be validated in a nationwide cohort of American patients. We would like to evaluate comorbidities associated with white blood cell disorders using the All of Us database.","Project Purpose(s)
Disease Focused Research (White Blood Cell Disorders )","Scientific Approaches
We would like to identify  patients with a variety of white blood cell disorders and collect demographic information and comorbidity data with calculated odds ratios (ORs).","Anticipated Findings
We would like to determine whether or not there is an increased odds of having comorbid T-cell-mediated skin diseases if previously diagnosed a white blood cell disorder.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Hanna  Terhaar
- Graduate Trainee, University of Alabama at Birmingham"
Duplicate of Demo - Hypertension Prevalence,"We are using the All of Us Researcher Workbench interface to answer the question, ""Is hypertension prevalence in the All of Us Research Program similar to hypertension prevalence in the 2015–2016 National Health and Nutrition Examination Survey (NHANES) ?"". Clinical…","Scientific Questions Being Studied
We are using the All of Us Researcher Workbench interface to answer the question, ""Is hypertension prevalence in the All of Us Research Program similar to hypertension prevalence in the 2015–2016 National Health and Nutrition Examination Survey (NHANES) ?"". Clinical approaches to understanding and treating hypertension may benefit from the integration of a precision medicine approach that integrates data on environments, social determinants of health, behaviors, and genomic factors that contribute to hypertension risk. Hypertension is a major public health concern and remains a leading risk factor for stroke and cardiovascular disease.","Project Purpose(s)
Other Purpose (This work is an AoU demo project. Demo projects are efforts by the AoU Research Program designed to meet the program goal of ensuring the quality and utility of the Research Hub as a resource for accelerating discovery in science and medicine. As an approved demo project, this work was reviewed and overseen by the AoU Research Program Science Committee and the AoU Data and Research Center to ensure compliance with program policy, including policies for acceptable data access and use. )","Scientific Approaches
In this cross-sectional, population-based study, we used All of Us baseline data from patient (age>18) provided information (PPI) surveys and electronic health record (EHR) blood pressure measurements and retrospectively examined the prevalence of hypertension in the EHR cohort using Systemized Nomenclature of Medicine (SNOMED codes and blood pressure medications recorded in the EHR.  We used the EHR data (SNOMED codes on 2 distinct dates and at least one hypertension medication) as the primary definition, and then add subjects with elevated systolic or elevated diastolic blood pressure on measurements 2 and 3 from PPI.   We extracted each participant’s detailed dates of SNOMED code for essential hypertension from the Researcher Workbench table ‘cb_search_all_events’. We calculated an age-standardized HTN prevalence according to the age distribution of the U.S. Census, using 3 groups (18-39, 40-59, ≥ 60).","Anticipated Findings
The prevalence of hypertension in the All of Us cohort is similar to that of published literature. All of Us age-adjusted HTN prevalence was 27.9% compared to 29.6% in National Health and Nutrition Examination Survey. The All of Us cohort is a growing source of diverse longitudinal data that can be utilized to study hypertension nationwide. The prevalence of hypertension varies in the United States (U.S.) by age, sex, and socioeconomic status. Hypertension can often be treated successfully with medication, and prevented or delayed with lifestyle modifications. Even with these established hypertension intervention and prevention strategies, the prevalence of hypertension continues to be at levels of public health concern. The diversity within All of Us may provide insight into factors relevant to hypertension prevention and treatments in a variety of social and geographic contexts and population strata in the U.S.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Stephen Lanier
- Late Career Tenured Researcher, Wayne State University"
Coronary Artery Disease Risk Prediction,"This study aims to leverage the increasing accessibility of electronic health records (EHRs) and digital health data for genomic discovery and personalized medicine. The focus includes biobanks, wearable devices, and comprehensive environmental factor measurement. Cohort studies emphasize lifestyle's role in…","Scientific Questions Being Studied
This study aims to leverage the increasing accessibility of electronic health records (EHRs) and digital health data for genomic discovery and personalized medicine. The focus includes biobanks, wearable devices, and comprehensive environmental factor measurement. Cohort studies emphasize lifestyle's role in cardiovascular risk, particularly in interaction with CAD-PRS. The study proposes creating a robust risk prediction model, utilizing both genetic and non-genetic factors. Shapley Additive exPlanations (SHAP) analysis will interpret predictors, nonlinear interactions, and identify novel risk factors. The goal is an actionable algorithm offering personalized preventive measures for enhanced cardiovascular care and precision medicine.","Project Purpose(s)
Disease Focused Research (coronary artery disease)","Scientific Approaches
This study involves three main steps: 1) Assembling a biobank dataset with stringent preprocessing, addressing genotype imputation biases and harmonizing diverse sequencing platforms. 2) Utilizing ensemble machine learning models to integrate genetic and non-genetic risk factors for actionable outcomes, predicting baseline risk and imputing missing phenotypes. 3) Implementing an expanded model to uncover missing heritability, using an autoencoder-based imputation approach and exploring high-pathogenicity rare variants. These steps aim to enhance the accuracy and applicability of polygenic risk score research.","Anticipated Findings
The study anticipates refining polygenic risk scores (PRS) for cardiovascular disease by assembling a robust biobank dataset, addressing genotype imputation biases, and employing ensemble machine learning models. Findings are expected to yield actionable outcomes, providing personalized risk predictions and insights into behavioral interventions. The exploration of missing heritability, using advanced imputation and rare variant analysis, adds novelty. Overall, the study contributes by overcoming methodological challenges, improving accuracy, and advancing understanding of the intricate interplay between genetic and non-genetic factors in cardiovascular risk. The emphasis on precision medicine holds potential for enhanced preventive strategies and informed clinical decision-making, thereby advancing the field.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Ahmed Khattab
- Graduate Trainee, Scripps Research
Collaborators:
Shang-Fu Chen - Graduate Trainee, Scripps Research"
"NHPI Lab Workspace (A.O. 10/13, v3, USE THIS)","Do traditional genetic risk factors that modify HDL and LDL cholesterol levels for cardiovascular disease and its subtypes apply to NHPI populations? NHPI is a group underrepresented in other large genomic datasets, and All of Us permits them to be…","Scientific Questions Being Studied
Do traditional genetic risk factors that modify HDL and LDL cholesterol levels for cardiovascular disease and its subtypes apply to NHPI populations? NHPI is a group underrepresented in other large genomic datasets, and All of Us permits them to be included in research that generalizes these canonical findings for assessing CVD risk.","Project Purpose(s)
Disease Focused Research (heart disease, type II diabetes)
Control Set
Ancestry","Scientific Approaches
Broadly speaking, this study will apply genetic predictors of HDL and LDL from European or trans-ancestral studies such as the Global Lipids Genetics Consortium (GLGC) to determine whether their predictive power holds.","Anticipated Findings
This study will determine whether traditional HDL/LDL-related genetic predictors of CVD hold relevance in NHPI populations, contributing to a more refined understanding of the genetic basis of heart disease, and how it may vary across groups.","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Controlled Tier","Research Team
Owner:
Zane Maggio
- Undergraduate Student, University of Chicago
George Lord
- Undergraduate Student, University of Chicago
Austin Szatrowski
- Undergraduate Student, University of Chicago
Collaborators:
Nicholas Dibley - Graduate Trainee, Indiana University
Logan Hallee - Graduate Trainee, University of Delaware
Jonathan Bacon - Undergraduate Student, University of Chicago
Haotian Zong - Undergraduate Student, University of Chicago
Anuja Sawant - Graduate Trainee, Indiana University
Aditya Pathak - Undergraduate Student, University of Chicago
Brian Eisinger - Research Fellow, Indiana University"
Duplicate of Gene Burden,"We hope to better understand the association between pulmonary hypertension, cardiovascular diseases, sleep disorders and inflammatory auto-immune disorders.","Scientific Questions Being Studied
We hope to better understand the association between pulmonary hypertension, cardiovascular diseases, sleep disorders and inflammatory auto-immune disorders.","Project Purpose(s)
Disease Focused Research (pulmonary hypertension)
Ancestry","Scientific Approaches
We plan to use genetic data, clinical data, and survey data to better understand how these variables impact pulmonary hypertension.","Anticipated Findings
The relationship between pulmonary hypertension and other comorbidities will better inform clinical choice in therapy, and make for more tailored approaches to medically complex diseases.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Nishita Kalepalli
- Graduate Trainee, University of Pittsburgh"
2 X 2 MR ind level data,"The primary scientific inquiry we aim to investigate revolves around ascertaining whether the simultaneous pharmacological inhibition of two blood glucose lowering agents yields additional cardiovascular benefits in comparison to the inhibition of either target in isolation, particularly in high-risk patients.…","Scientific Questions Being Studied
The primary scientific inquiry we aim to investigate revolves around ascertaining whether the simultaneous pharmacological inhibition of two blood glucose lowering agents yields additional cardiovascular benefits in comparison to the inhibition of either target in isolation, particularly in high-risk patients.
This research question holds significant importance as prevailing guidelines advocate for a more intensive management approach for type 2 diabetes in high-risk patients. However, a substantial number of these patients struggle to attain the recommended treatment targets, even with maximal therapy. By examining the combined effects on blood glucose reduction and cardiovascular risk mitigation through the inhibition of two blood glucose lowering agents , as demonstrated in this study, we intend to establish a compelling rationale for exploring the therapeutic potential of a combined inhibitor approach.","Project Purpose(s)
Disease Focused Research (type 2 diabetes and CVD)
Methods Development","Scientific Approaches
Dataset:
Utilize individual-level data from patients diagnosed with type 2 diabetes and CVD. Identify those at high risk who fail to achieve target blood glucose levels despite being on the maximum tolerated therapy for blood glucose reduction.
Methods:
Stratify participants based on genetic variants that are predictive of higher or lower levels. Subsequently, compare the rates of blood glucose reduction and cardiovascular events.
Analyses:
Utilize linear regression models to quantify the differences in blood glucose levels based on specific genotypes. Additionally, employ Cox proportional hazards models to estimate the risk of cardiovascular events associated with different genotypes.
Test for interactions between genetic variants and the treatment effects of inhibitors on both blood glucose levels and clinical events.","Anticipated Findings
If genetic proxies confirm greater blood glucose reduction and cardiovascular benefit from blood glucose lowering variants, it would provide proof-of-concept evidence supporting combined pharmacological as a novel strategy for incremental risk reduction in high-risk patients, not at blood glucose goal. This would genetically validate the approach and inform the design of an outcomes trial directly comparing dual inhibition to individual inhibition alone","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Subbaramireddy  Remala
- Graduate Trainee, Mass General Brigham"
Genetics of Atrial Fibrillation,"We are hoping to use the All of Us cohort to explore age-stratified risk factors for developing atrial fibrillation, in hopes to use those findings to reduce major adverse cardiovascular events in the clinic.","Scientific Questions Being Studied
We are hoping to use the All of Us cohort to explore age-stratified risk factors for developing atrial fibrillation, in hopes to use those findings to reduce major adverse cardiovascular events in the clinic.","Project Purpose(s)
Disease Focused Research (atrial fibrillation)","Scientific Approaches
We hope to build a cohort of case vs. control patients, and stratify then by age. Then we will use tools like causal inference and linear regression to find relationships between environmental factors and age of onset for AFib.","Anticipated Findings
We anticipate risk factors common to cardiovascular disease, like smoking and diabetes, will influence disease risk, but different risk factors will have different effect sizes at different ages.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Zhanlin Chen
- Graduate Trainee, Northwestern University
Collaborators:
Adam Gordon - Early Career Tenure-track Researcher, Northwestern University"
