title,main_goal_and_aims,Questions,Purpose,Approaches,Findings,Categories,DataTier,Team
Examining the Relationship Between Cardiovascular Health in Menopausal Women,Menopause transition (MT) is a hormonal imbalance in women starting at the age of 40 that elevates the risk of cardiovascular disease (CVD) through hypercholesterolemia and hypertension. The decline in estrogen during menopause increases the risk of CVD. In racial…,"Scientific Questions Being Studied
Menopause transition (MT) is a hormonal imbalance in women starting at the age of 40 that elevates the risk of cardiovascular disease (CVD) through hypercholesterolemia and hypertension. The decline in estrogen during menopause increases the risk of CVD. In racial and ethnic minority groups, this risk is higher, particularly among Blacks (58.5%), Hispanics (42.7%), and Asians (42.5%). (American Heart Association, 2021). The study analyzes the demographic data of CVD-related medical conditions and their relationship with MT, which highlights the importance of addressing CVD health during menopause.","Project Purpose(s)
Disease Focused Research (arteriosclerotic cardiovascular disease)","Scientific Approaches
The study examines sex, age, race, and cardiovascular disease-related conditions (hypertension and hypercholesterolemia) in a sample of 372,380 participants from the National Institute of Health (NIH) All of Us Data Browser and Workbench. The data was analyzed to raise awareness of CVD risk in women. The All of Us Research Data Browser was used to obtain information regarding age and sex, whereas the data collected from the All of Us Workbench was regarding race and ethnicity. The racial and ethnic categories include Asian, Black, White, Hispanics and Latinos, and Other (which contain the subcategories ""I prefer not to answer,"" ""None Indicated,"" ""None of these,"" and ""Skip”). This study analyzed data using descriptive and explanatory statistics using Microsoft Excel frequency measures.","Anticipated Findings
Women tend to have a higher incidence rate of hypertension and hypercholesterolemia compared to men which suggests an increased risk of developing CVD.
The All of Us Research Data Browser highlights the disparity in CVD incidence rates between different racial and ethnic groups. The All of Us data helps to gain a comprehensive understanding of the relationship between age, gender, and race in the prevalence of CVD-related conditions. Finally, we anticipate women to have a greater risk of acquiring CVD-related conditions during menopausal transition.","Demographic Categories of Interest
Race / Ethnicity
Age
Sex at Birth
Gender Identity
Geography
Disability Status
Access to Care
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Darani Thammavongsa
- Graduate Trainee, University of Connecticut"
Cardiovascular Risk Groups and Treatments/Interventions,Do patients with a higher risk for cardiovascular event receive differing treatments/interventions compared to those of lower cardiovascular risk? Important to analyze whether treatments/interventions are appropriate for risk groups.,"Scientific Questions Being Studied
Do patients with a higher risk for cardiovascular event receive differing treatments/interventions compared to those of lower cardiovascular risk? Important to analyze whether treatments/interventions are appropriate for risk groups.","Project Purpose(s)
Population Health
Drug Development","Scientific Approaches
Patients with cardiovascular disease (CAD), atherosclerosis will be placed at different levels of risk depending on the number of risk factors they have. The rates of certain interventions/medications will be compared between the risk groups.","Anticipated Findings
We may see that there is no significant difference in the interventions/medications approach to different cardiovascular risk levels. This will shed light on how it is critical to stratify CV risk and form treatment plans according to those levels.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Vivian Tieu
- Graduate Trainee, California University of Science and Medicine
Sedra Tibi
- Graduate Trainee, California University of Science and Medicine"
Explore the potential mechanisms of noncoding variants in human diseases test98,"Noncoding regulatory elements, such as enhancers, act as regulators of gene expression. The Encyclopedia of DNA Elements (ENCODE) project and other studies have identified millions of regulatory elements in various tissues. The roles of noncoding regulatory elements in many human…","Scientific Questions Being Studied
Noncoding regulatory elements, such as enhancers, act as regulators of gene expression. The Encyclopedia of DNA Elements (ENCODE) project and other studies have identified millions of regulatory elements in various tissues. The roles of noncoding regulatory elements in many human diseases have acquired considerable attention, including in cancer, cardiovascular disease and psychiatric disorders. GWAS studies in understanding the genetic basis of these diseases has also identified many noncoding regulatory variants responsible for genetic risk, yet the mechanisms behind these risk variants remain poorly understood. Recent integrating multidimensional genomic data, such as expression, methylation, histone modification, chromatin accessibility and three-dimensional organization data, have enhanced interpretation of noncoding risk variants in human diseases.  However, systematic analysis multidimensional genomic data make things more complex and has become a big challenge in the field.","Project Purpose(s)
Ancestry","Scientific Approaches
In this project, we will develop novel and powerful computational methods to systematically discover the potential biomarker and drug target in human diseases, such as cardiovascular disease, arteriosclerosis, lung diseases, asthma, T2D, and many other metabolism diseases based on multidimensional genomic data. We first will identify molecular differences between healthy individuals and patients based on these sequencing data. The All of Us project provides a great resource of genomic data in well-phenotype, disease-relevant populations. We will identify differences between healthy individuals and patients based on All of Us sequencing data. And then using newly developed computational methods to systematically integrate multidimensional genomic data from other cohorts.","Anticipated Findings
In this study, we will develop novel computational methods to systematically discover these diseases causing changes in noncoding elements, which may be used as drug target in the future. Computational tools will be shared with all researchers. Findings from this project will be disseminated widely and shared with the scientific community by presenting results at national scientific meetings and publishing in peer-reviewed journals.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Ya Cui
- Research Fellow, University of California, Irvine"
Common metabolic disease genetic association analysis,"Common metabolic diseases (type 2 diabetes, cardiovascular disease, etc.) are influenced by both genetic and non-genetic risk factors, such as lifestyle habits (e.g. smoking, alcohol consumption, dietary patterns, physical activity, and sleep duration). Understanding both genetic and non-genetic factors and…","Scientific Questions Being Studied
Common metabolic diseases (type 2 diabetes, cardiovascular disease, etc.) are influenced by both genetic and non-genetic risk factors, such as lifestyle habits (e.g. smoking, alcohol consumption, dietary patterns, physical activity, and sleep duration). Understanding both genetic and non-genetic factors and their interactions may provide insights into potential pharmacologic targets and further lay the scientific foundation for precision interventions. Genome-wide association studies (GWAS) can characterize the genetic effects on complex diseases. The All of Us Research Program  offers an excellent path forward to use GWAS to elucidate human disease drivers. In response to FNIH RFP2 “GENERATION of New genetic, -omic, or biomarker data for Common Metabolic Diseases,” we propose to generate and discover novel genetic associations in the All of Us Research Program.","Project Purpose(s)
Disease Focused Research (Lifespan diabetes, diabetes complications and other metabolic diseases)","Scientific Approaches
We will perform disease, disease-related trait, and covariate harmonization in the All of Us Cohort for diseases (type 2 diabetes, cardiovascular disease outcomes and hypertension), disease-related traits (glycemic traits, CVD risk factors, blood pressure), and important covariates (adiposity traits, smoking, alcohol consumption, dietary patterns, physical activity, and sleep duration). We will report counts and power calculations that describe the genetic associations that could be discovered in the All of Us Cohort. We will explore the availability of additional common metabolic diseases and complications and perform power calculations for these traits. We will perform genetic association analyses with each disease and outcome (type 2 diabetes, type 1 diabetes, obesity, atherosclerosis, chronic kidney disease, heart failure, and NAFLD).","Anticipated Findings
We aim to discover novel genetic associations with metabolic disease traits and contribute summary statistics to the Common Metabolic Disease Knowledge Portal.","Demographic Categories of Interest
Race / Ethnicity
Age","Data Set Used
Controlled Tier","Research Team
Owner:
Alisa Manning
- Early Career Tenure-track Researcher, Mass General Brigham
Collaborators:
Ravi Mandla - Project Personnel, Broad Institute"
MMPx2,"Our study expects to reveal new genetic correlations between various MMPs and heart-related traits, possibly shedding light on unexplored biological pathways crucial for cardiovascular health and disease. We anticipate that our findings will broaden the understanding of the genetic structure…","Scientific Questions Being Studied
Our study expects to reveal new genetic correlations between various MMPs and heart-related traits, possibly shedding light on unexplored biological pathways crucial for cardiovascular health and disease. We anticipate that our findings will broaden the understanding of the genetic structure underlying these traits, thereby setting a foundation for ensuing genetic and functional studies. By systematically dissecting the MMP landscape, we could unearth potentially druggable targets, thus catalyzing precision medicine research and facilitating the development of novel cardiovascular disease therapeutics. We believe our large-scale analysis will profoundly influence drug discovery research over the coming years, opening new avenues for therapeutic development and improving cardiovascular disease treatment options.","Project Purpose(s)
Drug Development","Scientific Approaches
We anticipate identifying novel genetic associations between MMPs and heart-related traits. These findings may reveal new genetic risk factors and causal genes, potentially identifying novel biological pathways involved in cardiovascular health and disease.
This study will greatly enhance our understanding of the genetic underpinnings of heart-related traits. By dissecting the MMP landscape on a data-driven scale, we expect to unveil new and potentially druggable targets, guiding further research in precision medicine and paving the way for the development of novel therapeutic strategies in cardiovascular diseases.
Our research will likely impact drug discovery over the next few years by providing new insights into genetic risks and causal mechanisms, thereby guiding the development of effective treatments and potentially advancing the field of cardiovascular therapeutics.","Anticipated Findings
Our study expects to reveal new genetic correlations between various MMPs and heart-related traits, possibly shedding light on unexplored biological pathways crucial for cardiovascular health and disease. We anticipate that our findings will broaden the understanding of the genetic structure underlying these traits, thereby setting a foundation for ensuing genetic and functional studies. By systematically dissecting the MMP landscape, we could unearth potentially druggable targets, thus catalyzing precision medicine research and facilitating the development of novel cardiovascular disease therapeutics. We believe our large-scale analysis will profoundly influence drug discovery research over the coming years, opening new avenues for therapeutic development and improving cardiovascular disease treatment options.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
simranjit Virk
- Graduate Trainee, Indiana University
Collaborators:
Patrick Sun - Undergraduate Student, University of Chicago"
HCM,"Hypertrophic cardiomyopathy (HCM) is a complex cardiovascular disorder characterized by abnormal thickening of the heart muscle, leading to impaired cardiac function and an increased risk of heart failure, arrhythmias, and sudden cardiac death. Despite extensive research, the underlying genetic and…","Scientific Questions Being Studied
Hypertrophic cardiomyopathy (HCM) is a complex cardiovascular disorder characterized by abnormal thickening of the heart muscle, leading to impaired cardiac function and an increased risk of heart failure, arrhythmias, and sudden cardiac death. Despite extensive research, the underlying genetic and molecular mechanisms contributing to HCM remain incompletely understood. Integrating genomic and Magnetic Resonance Imaging (MRI) data can provide valuable insights into the pathophysiology of HCM, aiding in the development of more accurate diagnostic tools and targeted therapeutic strategies. This research proposal aims to investigate the genetic architecture and cardiac phenotype of HCM through an integrative analysis of genomic and MRI data.","Project Purpose(s)
Disease Focused Research (hypertrophic cardiomyopathy)
Methods Development
Ancestry","Scientific Approaches
We will create a cohort with both genomic data and cardiac MRI scans for the All of Us research program. Integrative analysis will be performed to explore the relationship between identified genetic variants and specific cardiac phenotypes obtained from MRI data. We will ascertain HCM status using ICD-10 codes and predict the HCM status using the genetic and MRI data. We will comply with ethical guidelines and regulations governing human subject research.","Anticipated Findings
We will provide insight into the genotype-phenotype correlations, elucidating the specific cardiac phenotypes influenced by identified genetic variants. We will also develop a predictive model integrating genomic and MRI data for improved risk assessment and personalized treatment strategies in HCM patients. This research proposal aims to contribute to the existing knowledge of HCM by integrating genomic and MRI data. The findings will enhance our understanding of the genetic architecture and cardiac phenotypes associated with HCM, enabling the development of more precise diagnostic tools and targeted therapeutic interventions. Ultimately, this research has the potential to improve patient outcomes and guide the implementation of precision medicine approaches in the management of HCM.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Xiao Fan
- Research Fellow, Columbia University"
Duplicate of Epidemiology of Gout,"Gout is an inflammatory metabolic disease affecting > 4% of US adults, including > 9% of those over age 65. People with gout can experience very painful and disabling attacks (flares) in their joints and are more likely to have…","Scientific Questions Being Studied
Gout is an inflammatory metabolic disease affecting > 4% of US adults, including > 9% of those over age 65.  People with gout can experience very painful and disabling attacks (flares) in their joints and are more likely to have cardiovascular disease and other chronic conditions.
Gout results from high levels of uric acid in the blood (hyperuricaemia) and studies by our group and others have identified many environmental, clinical, and genetic factors associated with gout. These include diuretic medications (increased risk), and coffee and vitamin C (decreased risk).  However, despite evidence that gout is having a greater impact on men and women in non-White racial groups in the US, most factors were identified in people of self-reported White race.
To address these gaps, we are exploring the AllofUs data to plan future studies on the environmental, genetic, and clinical factors associated with gout (or worse gout outcomes) in women and men of different racial/ethnic groups.","Project Purpose(s)
Disease Focused Research (Gout and Hyperuricaemia)
Population Health
Ancestry","Scientific Approaches
We anticipate using the EHR data and self-reported survey data to classify participants’ gout status and uric acid levels.  The EHR, survey, and physical measurements and Fitbit data will be used to classify clinical and environmental factors potentially impacting gout, as well as gout-related chronic conditions.
We anticipate using logistic regression models to evaluate the association between exposures and the risk of gout or hyperuricemia, adjusting for well-established gout risk factors such as overweight/obesity and use of diuretic medications.  We will also assess for joint effects and interactions between exposures, including genetic exposures drawn from the Genomics dataset.  For example, our prior analysis of a different cohort of mainly White adults found that excess BMI can exacerbate the impact of carrying certain hyperuricemia genes on the risk of gout.  Mediation analysis will be performed to quantify factors influencing sex- or racial differences in the burden of gout.","Anticipated Findings
The anticipated findings are expected to enhance our understanding of the risk factors and burden of gout, especially in understudied sociodemographic groups who are particularly impacted by this chronic and disabling disease.  This knowledge could inform efforts to help improve prevention and care.","Demographic Categories of Interest
Race / Ethnicity
Age","Data Set Used
Registered Tier","Research Team
Owner:
Natalie McCormick
- Research Fellow, Mass General Brigham
Collaborators:
Kehuan Lin - Project Personnel, Mass General Brigham
Bohang Jiang - Project Personnel, Mass General Brigham"
Epidemiology of Gout v6,"Gout is an inflammatory metabolic disease affecting > 4% of US adults, including > 9% of those over age 65. People with gout can experience very painful and disabling attacks (flares) in their joints and are more likely to have…","Scientific Questions Being Studied
Gout is an inflammatory metabolic disease affecting > 4% of US adults, including > 9% of those over age 65.  People with gout can experience very painful and disabling attacks (flares) in their joints and are more likely to have cardiovascular disease and other chronic conditions.
Gout results from high levels of uric acid in the blood (hyperuricaemia) and studies by our group and others have identified many environmental, clinical, and genetic factors associated with gout. These include diuretic medications (increased risk), and coffee and vitamin C (decreased risk).  However, despite evidence that gout is having a greater impact on men and women in non-White racial groups in the US, most factors were identified in people of self-reported White race.
To address these gaps, we are exploring the AllofUs data to plan future studies on the environmental, genetic, and clinical factors associated with gout (or worse gout outcomes) in women and men of different racial/ethnic groups.","Project Purpose(s)
Disease Focused Research (Gout and Hyperuricaemia)
Population Health
Ancestry","Scientific Approaches
We anticipate using the EHR data and self-reported survey data to classify participants’ gout status and uric acid levels.  The EHR, survey, and physical measurements and Fitbit data will be used to classify clinical and environmental factors potentially impacting gout, as well as gout-related chronic conditions.
We anticipate using logistic regression models to evaluate the association between exposures and the risk of gout or hyperuricemia, adjusting for well-established gout risk factors such as overweight/obesity and use of diuretic medications.  We will also assess for joint effects and interactions between exposures, including genetic exposures drawn from the Genomics dataset.  For example, our prior analysis of a different cohort of mainly White adults found that excess BMI can exacerbate the impact of carrying certain hyperuricemia genes on the risk of gout.  Mediation analysis will be performed to quantify factors influencing sex- or racial differences in the burden of gout.","Anticipated Findings
The anticipated findings are expected to enhance our understanding of the risk factors and burden of gout, especially in understudied sociodemographic groups who are particularly impacted by this chronic and disabling disease.  This knowledge could inform efforts to help improve prevention and care.","Demographic Categories of Interest
Race / Ethnicity
Age","Data Set Used
Registered Tier","Research Team
Owner:
Natalie McCormick
- Research Fellow, Mass General Brigham
Collaborators:
Kehuan Lin - Project Personnel, Mass General Brigham
Bohang Jiang - Project Personnel, Mass General Brigham"
TL_lr,"The ends of genome are protected by specific repeat sequence. The length of that repeat is a highly heritable trait that associates with a lot of diseases and conditions, including cardiovascular disease. We sought to identify the genetic predisposition to…","Scientific Questions Being Studied
The ends of genome are protected by specific repeat sequence. The length of that repeat is a highly heritable trait that associates with a lot of diseases and conditions, including cardiovascular disease. We sought to identify the genetic predisposition to the length of the repeat at the end of human genome.","Project Purpose(s)
Disease Focused Research (arteriosclerotic cardiovascular disease)","Scientific Approaches
We'll try to measure the length of the repeat using the whole-genome sequencing data. We will assess the association between the repeat length and genomic variants to identify the genetic predisposition.","Anticipated Findings
We'll identify the genomic and genetic variants to expand the knowledge of the mechanisms that governs the repeat length, which may lead to develop better strategy for diseases.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
TETSUSHI NAKAO
- Research Fellow, Broad Institute"
Role of Over-Expressed Immune Signature,African Americans experience higher rates of certain types of cancer and often have poorer outcomes compared to other racial and ethnic groups. The relationship between an overexpressed immune signature and cancer comorbidity in African Americans is not fully understood. Multiple…,"Scientific Questions Being Studied
African Americans experience higher rates of certain types of cancer and often have poorer outcomes compared to other racial and ethnic groups. The relationship between an overexpressed immune signature and cancer comorbidity in African Americans is not fully understood. Multiple factors contribute to the disparities observed in cancer outcomes among different racial and ethnic groups, including socioeconomic factors, access to healthcare, cultural beliefs, and genetic variations. The presence of multiple medical conditions in an individual includes chronic diseases such as diabetes, cardiovascular disease, or respiratory conditions, which may impact cancer treatment and overall health outcomes by making an overreactive immune system. An overreactive immune system leads to chronic inflammation followed by the development of certain cancer types and poor disease outcomes. We will investigate the role of Over-Expressed Immune Signature in Co-morbidity in African Americans with Cancer","Project Purpose(s)
Disease Focused Research (cancer)
Social / Behavioral
Ancestry","Scientific Approaches
We will analyze dataset containing immune signature and co-morbidity status of cancer patient by R programming.","Anticipated Findings
We are hypothesizing that overreactive immune system leads to chronic inflammation followed by the development of certain cancer types and poor disease outcomes.","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Controlled Tier","Research Team
Owner:
Shahjalal Chowdhury
- Graduate Trainee, Tuskegee University"
