title,main_goal_and_aims,Questions,Purpose,Approaches,Findings,Categories,DataTier,Team
CHD Polygenic Risk Score  & statin effectiveness on ASCVD (control tier),The primary objective is to determine how statin effectiveness is modified by CHD polygenic risk score in a real-world cohort of primary prevention participants. We will investigate coronary heart disease polygenic risk scores for statin effectiveness of atherosclerotic cardiovascular disease…,"Scientific Questions Being Studied
The primary objective is to determine how statin effectiveness is modified by CHD polygenic risk score in a real-world cohort of primary prevention participants.
We will investigate coronary heart disease polygenic risk scores for statin effectiveness of atherosclerotic cardiovascular disease in stratified race/ethnicity and age groups so that we can  (1) study this relationship in subsets of the population that are traditionally excluded from statin randomized controlled trials and (2) determine the impact of social determinants of health which vary across these stratified groups.","Project Purpose(s)
Disease Focused Research (arteriosclerotic cardiovascular disease)
Drug Development
Ancestry","Scientific Approaches
Health record data, lab results, prescription dispensing record would be used to define phenotype. Different statistical methods (like logistic regression, survival analysis etc.) would be used to analyze the data.
We shall calculate CHD polygenic risk scores of participants in the cohort using genotype data. Covariate-adjusted Cox regression models will be used to compare the risk of cardiovascular outcomes between statin users and matched nonusers.
We are mainly going to use R for the analysis.","Anticipated Findings
We anticipate that for primary prevention patients undergoing routine care, CHD polygenic risk modifies statin relative risk reduction of incident myocardial infarction independent of statin LDL-C lowering. Our findings will replicate our prior work which identified a subset of patients with attenuated clinical benefit from statins.","Demographic Categories of Interest
Race / Ethnicity
Age","Data Set Used
Controlled Tier","Research Team
Owner:
Tanushree Haldar
- Project Personnel, University of California, San Francisco"
Cluster,"Subtypes of CKD and incident cardiovascular diseases risk in All of Us, to characterize and validate the subtypes of CKD using a novel clustering algorithm and further assess their associations with the risk of incident cardiovascular disease (CVD) events","Scientific Questions Being Studied
Subtypes of CKD and incident cardiovascular diseases risk in All of Us, to characterize and validate the subtypes of CKD using a novel clustering algorithm and further assess their associations with the risk of incident cardiovascular disease (CVD) events","Project Purpose(s)
Disease Focused Research (CVD, CKD)","Scientific Approaches
Unsupervised k-means clustering based on glycated hemoglobin, age onset of CKD, body mass index, SBP and estimated glomerular filtration rate was conducted among participants with CKD","Anticipated Findings
distinct CKD clusters will be identified in the All of Us cohort, characterizing the phenotypically heterogeneous subtypes.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Rui Tang
- Graduate Trainee, Tulane University"
Ferritin and coronary heart disease,"To evaluate the association between serum ferritin and coronary heart disease. There is currently no consensus in the literature on the effect of elevated blood ferritin on cardiovascular disease outcomes. Using the All of Us data, we seek to understand…","Scientific Questions Being Studied
To evaluate the association between serum ferritin and coronary heart disease. There is currently no consensus in the literature on the effect of elevated blood ferritin on cardiovascular disease outcomes. Using the All of Us data,  we seek to understand the relationship between ferritin and coronary heart disease for all participants in their middle-age and also test the association in different racial/ethnic groups.","Project Purpose(s)
Educational","Scientific Approaches
In addition to the demographic variables of the study participants, we will divide the serum ferritin variable values into quartiles and use that as a predictor variable of coronary heart disease among the study participants. Some studies have hinted that the rate of  iron metabolism varies by race/ethinicity. Therefore, we will look at the association stratified by race/ethinicity. Both binary and multivariable logistic regression models will be used for this analysis, which will be done on this platform using the R programming language.","Anticipated Findings
It is our hope that the relationship between ferritin and coronary heart disease will be better understood using the All of Us data, the most diverse population-based cohort in the US.","Demographic Categories of Interest
Race / Ethnicity
Age","Data Set Used
Registered Tier","Research Team
Owner:
Felix Twum
- Early Career Tenure-track Researcher, University of Southern Mississippi"
Minority Patients and COPD Risk Factors Prediction,This study aims to explore minority patients (Hispanic/Latino/Spanish – Black/African/African American) who have been diagnosed with Chronic Obstructive Pulmonary Disease (COPD) to answer the following questions: 1. What are the common risk factors between patients who have be diagnosed with…,"Scientific Questions Being Studied
This study aims to explore minority patients (Hispanic/Latino/Spanish – Black/African/African American) who have been diagnosed with Chronic Obstructive Pulmonary Disease (COPD) to answer the following questions:
1.	What are the common risk factors between patients who have be diagnosed with COPD?
2.	What is the impact of social determinants of health on survived COPD patients?
3.	What are the most important causes of the metabolic syndrome in COPD?
4.	Is there a relationship between COPD and other diseases such as lungs cancer and cardiovascular disease?
5.	What is the relationship between COPD and physical activity?
6.	What is the relationship between COPD and hospital readmission?","Project Purpose(s)
Educational","Scientific Approaches
In this study, we will build a cohort of minority patients who have been diagnosed with COPD, and use data analytics methods to investigate the extent of impact of some factors on patients health.","Anticipated Findings
This study anticipates findings that will contribute to the body of knowledge surrounding COPD. Also, this study expects to show positive associations between COPD and some risk factors.","Demographic Categories of Interest
Race / Ethnicity
Geography
Access to Care
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
hussam alansari
- Graduate Trainee, Morgan State University
Collaborators:
Gregory Ramsey - Mid-career Tenured Researcher, Morgan State University"
Hypertension Control levels in All of Us,"Currently, we are exploring this dataset to see if it is feasible to address the following scientific question: Can individuals and subpopulations at increased risk for apparent treatment resistant hypertension and adverse cardiovascular outcomes be identified using electronic health record…","Scientific Questions Being Studied
Currently, we are exploring this dataset to see if it is feasible to address the following scientific question:
Can individuals and subpopulations at increased risk for apparent treatment resistant hypertension and adverse cardiovascular outcomes be identified using electronic health record or other data.
We need to better characterize features and subpopulations within apparent treatment resistant hypertension that are associated with different cardiovascular risk profiles, identify characteristics predictive of apparent treatment resistant hypertension with less complexity to enable future application within the EHR, and increase the transferability of HTN phenotypes across EHR models","Project Purpose(s)
Disease Focused Research (essential hypertension)
Population Health","Scientific Approaches
We plan to use the electronic health record data set, patient survey data, and supplement with other patient supplied data.
We will utilize regression modeling, and summary statistical analyses to identify features that are associated with developing apparent treatment resistant hypertension and adverse cardiovascular outcomes.","Anticipated Findings
By further understanding the role of clinical and biochemical characteristics associated with apparent treatment resistant hypertension and adverse cardiovascular outcomes, high risk patients and subpopulations can be treated with targeted pharmacotherapy, adherence counseling, or alternative treatments as appropriate","Demographic Categories of Interest
Race / Ethnicity
Sex at Birth
Geography
Disability Status
Access to Care
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Caitrin McDonough
- Early Career Tenure-track Researcher, University of Florida"
Dental infection and systemic disease,Epidemiological studies have suggested an association between dental infections (as consequence of dental caries and pulp necrosis) and additional diseases (diabetes mellitus and cardiovascular disease) although limitations of such studies hamper conclusive interpretations . We showed that apical periodontitis (pulp…,"Scientific Questions Being Studied
Epidemiological studies have suggested an association between dental infections (as consequence of dental caries and pulp necrosis) and additional diseases (diabetes mellitus and cardiovascular disease) although limitations of such studies hamper conclusive interpretations . We showed that apical periodontitis (pulp necrosis with bone resorption) was strongly associated with hypertension and cardiovascular disease; further, we identified an association between an established hypertension-associated gene with apical periodontitis in a well-characterized population. These findings strongly indicate that a shared genetic etiology could contribute to oral health-systemic health relationships. By using All of Us data, we hope to validate our previous findings and expand knowledge of the etiology linking oral health and systemic health. We will identify additional factors (social determinants of health) that may play a role in the interconnectedness between oral health and general health.","Project Purpose(s)
Disease Focused Research (Set of conditions - dental infections, diabetes and cardiovascular disease)
Ancestry","Scientific Approaches
Data available via All of Us research workbench shows 20 dental infection conditions that reflect a continuum of dental infection (i.e., dental caries, pulpal and periapical conditions) of interest. We are interested to investigate if relationships exist between these dental infection conditions with type 2 diabetes, hypertensive disorder, coronary atherosclerosis, myocardial infarction, heart murmur and cerebrovascular accident.
We will access demographic, clinical (dental and medical) and genetic data from individuals with the above conditions (no exclusions based on sex, gender, race, ethnicity, or genetic ancestry). We will test for association between a set of conditions, and will also identify potential genes/variants associated with a combined phenotype of dental infection + systemic condition using a variety of tools and statistical methods. All of Us data will allow us to identify a large sample of unrelated controls to increase confidence in the results.","Anticipated Findings
Much of the controversial findings in epidemiological and genetic association studies looking at oral/dental and systemic conditions is due to differences in populations studied, data ascertainment methodologies, but mainly due to limited sample sizes. This study will leverage high-quality demographic/clinical and genomic data of a large and diverse dataset that will allow the best (largest) evidence to date. It will also enable a robust model for use in future studies by other investigators.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Ariadne Letra
- Mid-career Tenured Researcher, University of Pittsburgh"
Heart Disease,"Yoga Can the suggested benefits of yoga as a stress-reducer correlate with or work somehow with the suggested physiological consequences of cardiovascular disease as specifically induced by post-traumatic stress? But also, could there be consequences of yoga which actually lead…","Scientific Questions Being Studied
Yoga
Can the suggested benefits of yoga as a stress-reducer correlate with or work somehow with the suggested physiological consequences of cardiovascular disease as specifically induced by post-traumatic stress? But also, could there be consequences of yoga which actually lead to disease/physiological stress events/etc.?
Cardiovascular disease:
What about post-traumatic stress induces these conditions, both acute and chronic? How are they managed? How are they managed in people with PTSD?
Post-traumatic stress
What lifestyle changes which develop due to living with PTSD can put people at higher risk of cardiovascular disease (obesity, substance abuse, chronic stress/anxiety, etc.)?
How can this be tracked or helped in people who seek help initially (e.g., therapy, rehab, etc.) but then must handle life independently (want to see the statistics in relapse or postponement rates of those who fail to continue their treatment)","Project Purpose(s)
Disease Focused Research (heart disease)
Population Health
Educational
Control Set
Ancestry","Scientific Approaches
I plan to look up datasets and use data from clinical and mental health research on my topic of interest, heart disease. I will be using case studies, cohort studies and observational studies.","Anticipated Findings
I highly suspect there to be a coorelation of stress and heart diesease and that yoga could be a source in which to manage both issues at hand.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Jersey Amaro
- Undergraduate Student, Arizona State University"
Examining untreated and undiagnosed hypertension among SGM adults,Our goal is to examine hypertension disparities in sexual and gender minority (SGM) adults compared to non-SGM adults. Our primary aim is to examine differences in the prevalence of undiagnosed and untreated hypertension between SGM and non-SGM adults. We will…,"Scientific Questions Being Studied
Our goal is to examine hypertension disparities in sexual and gender minority (SGM) adults compared to non-SGM adults. Our primary aim is to examine differences in the prevalence of undiagnosed and untreated hypertension between SGM and non-SGM adults. We will examine the differences in the prevalence of undiagnosed and untreated hypertension by race, ethnicity, education, income, and geographic location. SGM adults are known to have a higher prevalence of hypertension; however, prompt diagnosis of hypertension and patient insight into hypertension are critical for treatment initiation, maintenance, and reduction of long-term negative outcomes. Since SGM adults report lower access to healthcare, we hypothesize the prevalence of undiagnosed and untreated hypertension will be higher in SGM adults compared to non-SGM adults. This project is led by Dr. Billy Caceres who is a cardiovascular nurse scientist and a nationally recognized expert on the cardiovascular health of SGM individuals.","Project Purpose(s)
Disease Focused Research (hypertension)
Population Health
Social / Behavioral","Scientific Approaches
- We will use bivariate and multivariate analyses to examine differences in hypertension between SGM and non-SGM individuals in this dataset. We will use demographic, health survey, biological, and diagnostic data to gather information on undiagnosed and untreated hypertension described above.
- Additional exploratory multivariate analyses will examine differences in hypertension health by race, ethnicity, education, and income.","Anticipated Findings
We anticipate finding that SGM adults will have a higher prevalence of undiagnosed and untreated hypertension compared to non-SGM adults. These findings will help direct clinical and public health interventions that prioritize screening for undiagnosed and untreated hypertension in this vulnerable population.","Demographic Categories of Interest
Race / Ethnicity
Gender Identity
Sexual Orientation
Geography
Education Level
Income Level","Data Set Used
Controlled Tier","Research Team
Owner:
Vincent  Pepe
- Graduate Trainee, Columbia University
Danny Doan
- Project Personnel, Columbia University
Billy Caceres
- Early Career Tenure-track Researcher, Columbia University
Collaborators:
Yashika Sharma - Graduate Trainee, Columbia University
Vince Nguyen - Graduate Trainee, Columbia University"
Duplicate of Genetics of Bipolar Disorder and Comorbidities - v6,"We will use the genetics and associated information in the All of Us research dataset to analyze genetic contributions to bipolar disorder, its comorbidities and treatment response, in racial and ethnic minority populations. Specific questions we will ask are: 1.…","Scientific Questions Being Studied
We will use the genetics and associated information in the All of Us research dataset to analyze genetic contributions to bipolar disorder, its comorbidities and treatment response, in racial and ethnic minority populations. Specific questions we will ask are:
1. Are the genetic associations for bipolar disorder previously identified in white populations also associated with Black and Latino populations?
2. Are genetic associations between biopolar disorder and cardiovascular disease (or metabolic syndrome) observed in white, Black, and Latino populations?
3. Are there unique genetic polymorphisms in Black populations associated with lithium response in bipolar disorder treatment?
We hypothesize that genetic associations with bipolar disorder in racial and ethnic minority populations will partially overlap with genetic variation previously identified in white populations, but that there will be unique population-specific variation as well, particularly for lithium response.","Project Purpose(s)
Disease Focused Research (Bipolar Disorder)
Ancestry","Scientific Approaches
We will use PLINK and/or other GWAS tools within the All of Us Research Workbench on whole genome sequence data. The population with bipolar disorder or manic episodes without a bipolar disorder diagnosis will be defined by ICD-10-CM codes of F31.x and/or F30.x respectively. Racial and gender self-identification will be used as primary covariates with other demographic variables (e.g., age) considered as confounding variables. Ancestry informative markers and whole genome PCA will be used to control for genetic ancestry and population substructure. We will also consider BMI and other cardiovascular risk factors (blood pressure, cholesterol diabetes). Lastly we will examine therapeutic doses of lithium and lithium response (where possible). Limitations include lack of specificity in diagnosis and/or presentation and incomplete or unclear data on efficacy of specific pharmaceutical therapy.","Anticipated Findings
We anticipate confirming that genetic variation associated with bipolar disorder in white populations is similar, though not necessarily identical, in racial and ethnic minority populations. We also anticipate identifying genetic factors unique to these populations, particularly associated with lithium response. Trans-ethnic studies are important, even as validation studies, because they extend our understanding of disease to populations that have been traditionally underserved in medicine. Further, these studies will elucidate differences in response to lithium that have hindered proper access to treatment.
Because the intersection of mental health, genetics, and racial disparities can be stigmatizing, we surveyed the patient community and developed a community advisory board (CAB) of stakeholders (including patients) focused on bipolar disorder and genomics for regular feedback. This is in addition to more general CABs and collaborative efforts towards mental health literacy.","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Controlled Tier","Research Team
Owner:
Eric Vallender
- Mid-career Tenured Researcher, University of Mississippi Medical Center"
Genetics of Bipolar Disorder and Comorbidities,"We will use the genetics and associated information in the All of Us research dataset to analyze genetic contributions to bipolar disorder, its comorbidities and treatment response, in racial and ethnic minority populations. Specific questions we will ask are: 1.…","Scientific Questions Being Studied
We will use the genetics and associated information in the All of Us research dataset to analyze genetic contributions to bipolar disorder, its comorbidities and treatment response, in racial and ethnic minority populations. Specific questions we will ask are:
1. Are the genetic associations for bipolar disorder previously identified in white populations also associated with Black and Latino populations?
2. Are genetic associations between biopolar disorder and cardiovascular disease (or metabolic syndrome) observed in white, Black, and Latino populations?
3. Are there unique genetic polymorphisms in Black populations associated with lithium response in bipolar disorder treatment?
We hypothesize that genetic associations with bipolar disorder in racial and ethnic minority populations will partially overlap with genetic variation previously identified in white populations, but that there will be unique population-specific variation as well, particularly for lithium response.","Project Purpose(s)
Disease Focused Research (Bipolar Disorder)
Ancestry","Scientific Approaches
We will use PLINK and/or other GWAS tools within the All of Us Research Workbench on whole genome sequence data. The population with bipolar disorder or manic episodes without a bipolar disorder diagnosis will be defined by ICD-10-CM codes of F31.x and/or F30.x respectively. Racial and gender self-identification will be used as primary covariates with other demographic variables (e.g., age) considered as confounding variables. Ancestry informative markers and whole genome PCA will be used to control for genetic ancestry and population substructure. We will also consider BMI and other cardiovascular risk factors (blood pressure, cholesterol diabetes). Lastly we will examine therapeutic doses of lithium and lithium response (where possible). Limitations include lack of specificity in diagnosis and/or presentation and incomplete or unclear data on efficacy of specific pharmaceutical therapy.","Anticipated Findings
We anticipate confirming that genetic variation associated with bipolar disorder in white populations is similar, though not necessarily identical, in racial and ethnic minority populations. We also anticipate identifying genetic factors unique to these populations, particularly associated with lithium response. Trans-ethnic studies are important, even as validation studies, because they extend our understanding of disease to populations that have been traditionally underserved in medicine. Further, these studies will elucidate differences in response to lithium that have hindered proper access to treatment.
Because the intersection of mental health, genetics, and racial disparities can be stigmatizing, we surveyed the patient community and developed a community advisory board (CAB) of stakeholders (including patients) focused on bipolar disorder and genomics for regular feedback. This is in addition to more general CABs and collaborative efforts towards mental health literacy.","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Controlled Tier","Research Team
Owner:
Eric Vallender
- Mid-career Tenured Researcher, University of Mississippi Medical Center"
